"id","title","status","created","updated","tags","source_id","chapter","page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_MEXEMP_2461","Agnes Salm-SalmはBaschにその夜の逃亡不能を伝えた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","98枚目から続く場面で、BaschはAgnes Salm-Salmの家に逃亡計画の情報を得に来たが、AgnesはMaximilianの印章指輪を返し、その夜の脱出は不可能で翌日に備えるよう伝えた。","98枚目から続く場面で、BaschはAgnes Salm-Salmの家に逃亡計画の情報を得に来たが、AgnesはMaximilianの印章指輪を返し、その夜の脱出は不可能で翌日に備えるよう伝えた。","Source note: 99枚目冒頭。98枚目末尾から接続する逃亡計画の場面。 Japanese note: Baschが確認しに来たのは逃亡計画の進捗で、Agnesは同夜実行不能と伝えた。","Cautions: AgnesやBaschの回想由来の可能性が高いため、行動の細部は要検証。 Verification needed: yes.","逃亡計画の失敗を、指輪の返却という小道具で示せる。","Samuel Basch; Agnes Salm-Salm; Maximilian","attempted escape plot","Querétaro","Mexican Empire","escape conspiracy; imperial collapse","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","98枚目から続く場面で、BaschはAgnes Salm-Salmの家に逃亡計画の情報を得に来たが、AgnesはMaximilianの印章指輪を返し、その夜の脱出は不可能で翌日に備えるよう伝えた。","99枚目冒頭。98枚目末尾から接続する逃亡計画の場面。","Baschが確認しに来たのは逃亡計画の進捗で、Agnesは同夜実行不能と伝えた。","AgnesやBaschの回想由来の可能性が高いため、行動の細部は要検証。","yes"
"FACT_MEXEMP_2462","Baschは6月14日朝にEscobedoのもとへ連行された","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","6月14日午前7時、BaschはMaximilianのもとへ向かう途中、Querétaro市内で自由主義派将校に止められ、Escobedoのもとへ連行された。","6月14日午前7時、BaschはMaximilianのもとへ向かう途中、Querétaro市内で自由主義派将校に止められ、Escobedoのもとへ連行された。","Source note: 6月14日朝のBasch連行場面。 Japanese note: 逃亡計画露見後、Baschが共和国軍側に把握されていたことを示す。","Cautions: 会話と細部はBasch側証言の可能性がある。 Verification needed: yes.","Baschが自由に動けると思っていた状況から、共和国軍の監視下にあると知る転換点に使える。","Samuel Basch; Mariano Escobedo; Maximilian","attempted escape plot","Querétaro","Republic of Mexico; Army of the North","exposure of conspiracy; republican security control","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","6月14日午前7時、BaschはMaximilianのもとへ向かう途中、Querétaro市内で自由主義派将校に止められ、Escobedoのもとへ連行された。","6月14日朝のBasch連行場面。","逃亡計画露見後、Baschが共和国軍側に把握されていたことを示す。","会話と細部はBasch側証言の可能性がある。","yes"
"FACT_MEXEMP_2463","EscobedoはBaschにMaximilianへの責任を負わせると脅した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","EscobedoはBaschに対し、Baschらの行動を把握していると示し、Maximilianに何か起きればBaschに責任を負わせると警告した。","EscobedoはBaschに対し、Baschらの行動を把握していると示し、Maximilianに何か起きればBaschに責任を負わせると警告した。","Source note: EscobedoとBaschの対面場面。 Japanese note: Escobedoは逃亡工作を把握し、Baschに強い牽制を行った。","Cautions: 発言内容は直接引用風だが原典未確認のため一次証言扱い。 Verification needed: yes.","Escobedoを冷静で威圧的な共和国軍司令官として描ける。","Mariano Escobedo; Samuel Basch; Maximilian","attempted escape plot","Querétaro","Republic of Mexico; Army of the North","coercion; military authority","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","EscobedoはBaschに対し、Baschらの行動を把握していると示し、Maximilianに何か起きればBaschに責任を負わせると警告した。","EscobedoとBaschの対面場面。","Escobedoは逃亡工作を把握し、Baschに強い牽制を行った。","発言内容は直接引用風だが原典未確認のため一次証言扱い。","yes"
"FACT_MEXEMP_2464","欧州外交官たちは6月14日にQuerétaro退去を命じられた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","6月14日朝、欧州外交官たちは裁判2日目を見るため劇場へ向かう途中で拘束され、2時間以内にQuerétaroを去るよう命じられ、3日以内に戻れば銃殺されると告げられた。","6月14日朝、欧州外交官たちは裁判2日目を見るため劇場へ向かう途中で拘束され、2時間以内にQuerétaroを去るよう命じられ、3日以内に戻れば銃殺されると告げられた。","Source note: 裁判2日目朝の外交官追放場面。 Japanese note: 逃亡計画露見により、外交官の活動余地が急速に失われた。","Cautions: 外交官追放の命令主体・対象者・法的根拠は別資料で要確認。 Verification needed: yes.","欧州の保護が崩れる象徴的場面になる。","European diplomats; Mariano Escobedo","Trial of Maximilian; attempted escape plot","Querétaro","European diplomats; Republic of Mexico","diplomatic pressure; republican sovereignty; security measures","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","6月14日朝、欧州外交官たちは裁判2日目を見るため劇場へ向かう途中で拘束され、2時間以内にQuerétaroを去るよう命じられ、3日以内に戻れば銃殺されると告げられた。","裁判2日目朝の外交官追放場面。","逃亡計画露見により、外交官の活動余地が急速に失われた。","外交官追放の命令主体・対象者・法的根拠は別資料で要確認。","yes"
"FACT_MEXEMP_2465","PalaciosはAgnes Salm-Salmとの接触後にEscobedoへ報告した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","Shawcrossの叙述では、PalaciosはAgnes Salm-Salmと会った後、Escobedoのもとへ行き、逃亡計画の内容を報告した。","Shawcrossの叙述では、PalaciosはAgnes Salm-Salmと会った後、Escobedoのもとへ行き、逃亡計画の内容を報告した。","Source note: PalaciosがEscobedoへ一切を伝えたと整理される箇所。 Japanese note: 逃亡計画失敗の直接要因としてPalaciosの報告が置かれている。","Cautions: Palacios側の動機・証言内容はこの画像だけでは不明。 Verification needed: yes.","Palaciosを、買収される対象から共和国側へ戻る人物として描ける。","Palacios; Agnes Salm-Salm; Mariano Escobedo","attempted escape plot","Querétaro","Republic of Mexico","betrayal; exposure of conspiracy","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossの叙述では、PalaciosはAgnes Salm-Salmと会った後、Escobedoのもとへ行き、逃亡計画の内容を報告した。","PalaciosがEscobedoへ一切を伝えたと整理される箇所。","逃亡計画失敗の直接要因としてPalaciosの報告が置かれている。","Palacios側の動機・証言内容はこの画像だけでは不明。","yes"
"FACT_MEXEMP_2466","外交官らは買収資金の小切手署名を避けた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","逃亡計画に関連する小切手について、外交官らは署名を拒み、Baron Lagoも既にした署名を文書から切り取ったため、彼らは陰謀との直接的結びつきを免れたと叙述される。","逃亡計画に関連する小切手について、外交官らは署名を拒み、Baron Lagoも既にした署名を文書から切り取ったため、彼らは陰謀との直接的結びつきを免れたと叙述される。","Source note: 小切手署名をめぐる記述。 Japanese note: 逃亡計画への外交官関与が、物証面では限定されたことを示す。","Cautions: 小切手の実在、署名者、金額、保管状況は要確認。 Verification needed: yes.","外交官たちの自己保身とMaximilian側の失望を描ける。","European diplomats; Baron Eduard von Lago; Maximilian","attempted escape plot","Querétaro","European diplomats; Habsburg representatives","bribery; diplomatic risk; escape conspiracy","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","逃亡計画に関連する小切手について、外交官らは署名を拒み、Baron Lagoも既にした署名を文書から切り取ったため、彼らは陰謀との直接的結びつきを免れたと叙述される。","小切手署名をめぐる記述。","逃亡計画への外交官関与が、物証面では限定されたことを示す。","小切手の実在、署名者、金額、保管状況は要確認。","yes"
"FACT_MEXEMP_2467","MaximilianはBaron Lagoの行動を臆病と受け止めた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","primary_testimony","probable","Maximilianは、Habsburg側代表として叙述されるBaron Lagoの署名撤回を臆病な行動と見なし、彼が処刑されても構わないという趣旨の反応を示したとされる。","Maximilianは、Habsburg側代表として叙述されるBaron Lagoの署名撤回を臆病な行動と見なし、彼が処刑されても構わないという趣旨の反応を示したとされる。","Source note: Maximilianの反応を示す箇所。 Japanese note: Maximilianの名誉観と、協力者への苛烈な評価が見える。","Cautions: Maximilianの発言は証言由来のため、字義通りの事実として固定しない。 Verification needed: yes.","窮地でも貴族的名誉を優先するMaximilian像に使える。","Maximilian; Baron Eduard von Lago","attempted escape plot","Querétaro","Habsburg representatives; Mexican Empire","imperial honor; betrayal; aristocratic duty","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Maximilianは、Habsburg側代表として叙述されるBaron Lagoの署名撤回を臆病な行動と見なし、彼が処刑されても構わないという趣旨の反応を示したとされる。","Maximilianの反応を示す箇所。","Maximilianの名誉観と、協力者への苛烈な評価が見える。","Maximilianの発言は証言由来のため、字義通りの事実として固定しない。","yes"
"FACT_MEXEMP_2468","外交官追放はMaximilian側の助命工作を弱体化させた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","author_interpretation","probable","Shawcrossは、外交官たちが不名誉な形で追放されたことで、Juárez政府へ影響を及ぼす能力が信用面で損なわれ、Maximilianにとって大きな打撃となったと整理している。","Shawcrossは、外交官たちが不名誉な形で追放されたことで、Juárez政府へ影響を及ぼす能力が信用面で損なわれ、Maximilianにとって大きな打撃となったと整理している。","Source note: 外交官追放の影響を著者が評価する箇所。 Japanese note: 追放は単なる移動制限ではなく、助命交渉上の信用低下として描かれる。","Cautions: 影響の程度は著者解釈であり、Juárez政府側資料と照合が必要。 Verification needed: yes.","外交ルートが閉じていく終盤の絶望感に使える。","Maximilian; European diplomats; Benito Juárez","Trial of Maximilian; pardon petitions","Querétaro; San Luis Potosí","Juárez government; European diplomats","diplomatic influence; legitimacy; foreign pressure","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、外交官たちが不名誉な形で追放されたことで、Juárez政府へ影響を及ぼす能力が信用面で損なわれ、Maximilianにとって大きな打撃となったと整理している。","外交官追放の影響を著者が評価する箇所。","追放は単なる移動制限ではなく、助命交渉上の信用低下として描かれる。","影響の程度は著者解釈であり、Juárez政府側資料と照合が必要。","yes"
"FACT_MEXEMP_2469","MagnusはSan Luis Potosí滞在により逃亡陰謀との直接関係を免れた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","historical_fact","probable","Prussian envoyのBaron Anton von Magnusは、数日前からSan Luis Potosíへ行っていたため、Querétaroで露見した逃亡陰謀と結びつけられずに済んだと叙述される。","Prussian envoyのBaron Anton von Magnusは、数日前からSan Luis Potosíへ行っていたため、Querétaroで露見した逃亡陰謀と結びつけられずに済んだと叙述される。","Source note: Magnusの所在と陰謀との距離に関する記述。 Japanese note: Magnusは後の助命工作で重要になるが、この逃亡計画には直接巻き込まれなかった。","Cautions: San Luis Potosíへの移動日と目的は要確認。 Verification needed: yes.","Magnusを、逃亡陰謀ではなく正規外交ルートに残った人物として描ける。","Baron Anton von Magnus","attempted escape plot; pardon petitions","San Luis Potosí; Querétaro","Prussian legation; Juárez government","diplomatic survival; foreign pressure","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Prussian envoyのBaron Anton von Magnusは、数日前からSan Luis Potosíへ行っていたため、Querétaroで露見した逃亡陰謀と結びつけられずに済んだと叙述される。","Magnusの所在と陰謀との距離に関する記述。","Magnusは後の助命工作で重要になるが、この逃亡計画には直接巻き込まれなかった。","San Luis Potosíへの移動日と目的は要確認。","yes"
"FACT_MEXEMP_2470","軍法会議は6月14日深夜前に評決へ達した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","historical_fact","probable","Maximilian、Miramón、Mejíaに対する軍法会議は、起訴側と弁護側の審理を約1日半で終え、6月14日深夜前に評決へ達したが、Escobedoの確認まで公表されなかった。","Maximilian、Miramón、Mejíaに対する軍法会議は、起訴側と弁護側の審理を約1日半で終え、6月14日深夜前に評決へ達したが、Escobedoの確認まで公表されなかった。","Source note: 軍法会議の審理期間と評決公表手続。 Japanese note: 裁判は短期間で結論に達したが、Escobedo確認前には公表されなかった。","Cautions: 審理記録・正式評決時刻は別資料で要確認。 Verification needed: yes.","迅速な裁判と、公表前の不確実性を緊迫感として使える。","Maximilian; Miguel Miramón; Tomás Mejía; Mariano Escobedo","Trial of Maximilian","Querétaro","military tribunal at Querétaro; Republic of Mexico","military justice; legal process; republican sovereignty","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Maximilian、Miramón、Mejíaに対する軍法会議は、起訴側と弁護側の審理を約1日半で終え、6月14日深夜前に評決へ達したが、Escobedoの確認まで公表されなかった。","軍法会議の審理期間と評決公表手続。","裁判は短期間で結論に達したが、Escobedo確認前には公表されなかった。","審理記録・正式評決時刻は別資料で要確認。","yes"
