"id","title","status","created","updated","tags","date_start","date_end","date_precision","calendar","evidence_category","confidence","summary","source_id","chapter","page","kindle_location","screenshot_file","people","events","places","organizations","themes","related_fact_cards","notes","type","date","event_summary","source_title","creative_use","verification_needed"
"TIME_MEXEMP_0394","1867年6月13日夜、BaschはAgnes Salm-Salmから同夜の逃亡不能を知らされた","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-13","","inferred_day","Gregorian","primary_testimony","probable","逃亡計画の成否を確認するため、BaschはAgnes Salm-Salmの家を訪れたが、Agnesはその夜の脱出は不可能で翌日に備えるよう伝え、Maximilianの印章指輪を返した。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Samuel Basch; Agnes Salm-Salm; Maximilian","attempted escape plot","Querétaro","Mexican Empire","escape conspiracy; failed rescue","FACT_MEXEMP_2461","Creative use: 指輪返却によって逃亡失敗を象徴的に示せる。 Verification needed: yes.","timeline_entry","1867-06-13","逃亡計画の成否を確認するため、BaschはAgnes Salm-Salmの家を訪れたが、Agnesはその夜の脱出は不可能で翌日に備えるよう伝え、Maximilianの印章指輪を返した。","The Last Emperor of Mexico: A Disaster in the New World","指輪返却によって逃亡失敗を象徴的に示せる。","yes"
"TIME_MEXEMP_0395","1867年6月14日午前7時、BaschはEscobedoのもとへ連行された","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-14 07:00","","hour","Gregorian","primary_testimony","probable","BaschはMaximilianのもとへ向かう途中、Querétaro市内で自由主義派将校に止められ、Escobedoのもとへ連行された。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Samuel Basch; Mariano Escobedo; Maximilian","attempted escape plot","Querétaro","Republic of Mexico; Army of the North","surveillance; exposure of conspiracy","FACT_MEXEMP_2462;FACT_MEXEMP_2463","Creative use: 逃亡計画露見後の緊張を描く導入に使える。 Verification needed: yes.","timeline_entry","1867-06-14 07:00","BaschはMaximilianのもとへ向かう途中、Querétaro市内で自由主義派将校に止められ、Escobedoのもとへ連行された。","The Last Emperor of Mexico: A Disaster in the New World","逃亡計画露見後の緊張を描く導入に使える。","yes"
"TIME_MEXEMP_0396","1867年6月14日、欧州外交官たちはQuerétaro退去を命じられた","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-14","","inferred_day","Gregorian","primary_testimony","probable","裁判2日目を傍聴しようとした欧州外交官たちは拘束され、2時間以内のQuerétaro退去を命じられ、3日以内に戻れば銃殺されると告げられた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","European diplomats; Mariano Escobedo","Trial of Maximilian; attempted escape plot","Querétaro","European diplomats; Republic of Mexico","diplomatic expulsion; republican sovereignty","FACT_MEXEMP_2464;FACT_MEXEMP_2465;FACT_MEXEMP_2466;FACT_MEXEMP_2468","Creative use: 欧州外交の影響力喪失を一場面で示せる。 Verification needed: yes.","timeline_entry","1867-06-14","裁判2日目を傍聴しようとした欧州外交官たちは拘束され、2時間以内のQuerétaro退去を命じられ、3日以内に戻れば銃殺されると告げられた。","The Last Emperor of Mexico: A Disaster in the New World","欧州外交の影響力喪失を一場面で示せる。","yes"
"TIME_MEXEMP_0397","1867年6月14日深夜前、軍法会議は評決へ達した","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-14","","approximate_hour","Gregorian","historical_fact","probable","軍法会議は6月14日深夜前に評決へ達したが、Escobedoの確認まで公表を控えた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Maximilian; Miguel Miramón; Tomás Mejía; Mariano Escobedo","Trial of Maximilian","Querétaro","military tribunal at Querétaro; Republic of Mexico","military justice; verdict","FACT_MEXEMP_2470;FACT_MEXEMP_2471;FACT_MEXEMP_2472","Creative use: 評決は出たが知らされないという宙吊り状態を描ける。 Verification needed: yes.","timeline_entry","1867-06-14","軍法会議は6月14日深夜前に評決へ達したが、Escobedoの確認まで公表を控えた。","The Last Emperor of Mexico: A Disaster in the New World","評決は出たが知らされないという宙吊り状態を描ける。","yes"
"TIME_MEXEMP_0398","1867年6月16日午前11時、Maximilianへ死刑判決が告知された","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16 11:00","","hour","Gregorian","historical_fact","probable","検察官がMaximilianの独房で判決を読み上げ、Maximilianは銃殺刑に処されると告げられた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Maximilian","death sentence against Maximilian","Querétaro","military tribunal at Querétaro; Republic of Mexico","sentencing; execution","FACT_MEXEMP_2473;FACT_MEXEMP_2474","Creative use: 死刑確定の瞬間として使える。 Verification needed: yes.","timeline_entry","1867-06-16 11:00","検察官がMaximilianの独房で判決を読み上げ、Maximilianは銃殺刑に処されると告げられた。","The Last Emperor of Mexico: A Disaster in the New World","死刑確定の瞬間として使える。","yes"
"TIME_MEXEMP_0399","1867年6月16日午前、San Luis Potosíの弁護人らは処刑時刻の誤報を受けた","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16 11:45","","inferred_hour","Gregorian","primary_testimony","probable","San Luis PotosíのMaximilian側弁護人らは処刑時刻を午後6時とする電報を受け取ったが、のちに午後3時の誤りと知らされた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Baron Anton von Magnus; Riva Palacio; Rafael Martínez de la Torre; Maximilian","pardon petitions; death sentence against Maximilian","San Luis Potosí","Prussian legation; Juárez government","telegram; last appeal; confusion","FACT_MEXEMP_2475","Creative use: 電報の誤りで助命工作側の焦燥を強められる。 Verification needed: yes.","timeline_entry","1867-06-16 11:45","San Luis PotosíのMaximilian側弁護人らは処刑時刻を午後6時とする電報を受け取ったが、のちに午後3時の誤りと知らされた。","The Last Emperor of Mexico: A Disaster in the New World","電報の誤りで助命工作側の焦燥を強められる。","yes"
"TIME_MEXEMP_0400","1867年6月16日正午、Maximilianらは告解と聖体拝領を受けた","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16 12:00","","approximate_hour","Gregorian","primary_testimony","probable","司祭がMaximilianの告解を聴き、Miramónの独房でミサが行われ、Maximilian、Miramón、Mejíaは聖体拝領を受けた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Maximilian; Miguel Miramón; Tomás Mejía","death sentence against Maximilian","Querétaro","Catholic Church","confession; mass; communion; Catholic death preparation","FACT_MEXEMP_2476","Creative use: 処刑前の宗教儀礼として象徴的に使える。 Verification needed: yes.","timeline_entry","1867-06-16 12:00","司祭がMaximilianの告解を聴き、Miramónの独房でミサが行われ、Maximilian、Miramón、Mejíaは聖体拝領を受けた。","The Last Emperor of Mexico: A Disaster in the New World","処刑前の宗教儀礼として象徴的に使える。","yes"
"TIME_MEXEMP_0401","1867年6月16日午後2時45分頃、MaximilianはBaschに結婚指輪を託した","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16 14:45","","inferred_hour","Gregorian","primary_testimony","probable","処刑予定時刻の約15分前、MaximilianはBaschに別れを告げ、結婚指輪を託し、Viennaの家族への伝言を依頼した。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Maximilian; Samuel Basch","death sentence against Maximilian","Querétaro; Vienna","House of Habsburg","farewell; dynastic memory; relic","FACT_MEXEMP_2478","Creative use: 指輪と伝言で、死の直前の家族意識を描ける。 Verification needed: yes.","timeline_entry","1867-06-16 14:45","処刑予定時刻の約15分前、MaximilianはBaschに別れを告げ、結婚指輪を託し、Viennaの家族への伝言を依頼した。","The Last Emperor of Mexico: A Disaster in the New World","指輪と伝言で、死の直前の家族意識を描ける。","yes"
"TIME_MEXEMP_0402","1867年6月16日午後3時、Maximilianらの処刑は3日延期された","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16 15:00","","approximate_hour","Gregorian","historical_fact","probable","午後3時になってもMaximilianらは刑場へ連れ出されず、後にPalaciosがJuárez政府からの電報を読み上げ、死刑執行が3日延期されたと告げた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Maximilian; Miguel Miramón; Tomás Mejía; Palacios; Benito Juárez","postponement of execution","Querétaro; San Luis Potosí","Juárez government; Republic of Mexico","reprieve; execution delay; mercy expectation","FACT_MEXEMP_2479;FACT_MEXEMP_2480","Creative use: 処刑の時刻が過ぎる沈黙と、延期電報による急転に使える。 Verification needed: yes.","timeline_entry","1867-06-16 15:00","午後3時になってもMaximilianらは刑場へ連れ出されず、後にPalaciosがJuárez政府からの電報を読み上げ、死刑執行が3日延期されたと告げた。","The Last Emperor of Mexico: A Disaster in the New World","処刑の時刻が過ぎる沈黙と、延期電報による急転に使える。","yes"
"TIME_MEXEMP_0403","1867年6月16日、執行延期後に助命運動が再燃した","draft","2026-06-13","2026-06-13","timeline;chapter2;mexemp;shawcross","1867-06-16","","inferred_day","Gregorian","primary_testimony","probable","執行延期後、Concepción Lombardo、Agnes Salm-Salm、Maximilianの弁護人、Magnus、Maximilian自身が、それぞれ助命・赦免に向けて働きかけた。","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 305/400ページ","No.4305/7062","スクリーンショット 2026-05-31 13.11.44.png","Concepción Lombardo; Agnes Salm-Salm; Baron Anton von Magnus; Maximilian; Miguel Miramón; Tomás Mejía; Benito Juárez","pardon petitions; postponement of execution","Querétaro; San Luis Potosí","Juárez government; Prussian legation","mercy campaign; diplomatic pressure; family petition","FACT_MEXEMP_2481;FACT_MEXEMP_2482;FACT_MEXEMP_2483;FACT_MEXEMP_2484","Creative use: 3日延期によって再燃する助命運動を群像劇として描ける。 Verification needed: yes.","timeline_entry","1867-06-16","執行延期後、Concepción Lombardo、Agnes Salm-Salm、Maximilianの弁護人、Magnus、Maximilian自身が、それぞれ助命・赦免に向けて働きかけた。","The Last Emperor of Mexico: A Disaster in the New World","3日延期によって再燃する助命運動を群像劇として描ける。","yes"
