id,title,status,created,updated,tags,source_id,chapter,page,kindle_location,screenshot_file,evidence_category,confidence,claim,summary,evidence_note,limitations,creative_use,people,events,places,organizations,themes,related_fact_cards,related_questions,type,source_title,statement,source_note,japanese_note,cautions,verification_needed
"FACT_MEXEMP_2419","Agnes Salm-Salmは5月31日にQuerétaroへ戻った","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","Agnes Salm-Salmは裁判延期の知らせを携え、1867年5月31日にQuerétaroへ到着し、身支度を整えるより先にMaximilianのもとへ向かった。","Agnes Salm-Salmは裁判延期の知らせを携え、1867年5月31日にQuerétaroへ到着し、身支度を整えるより先にMaximilianのもとへ向かった。","Source note: Agnes returned to Querétaro on May 31 with news of the delayed trial. Japanese note: 裁判延期の知らせがMaximilian本人へ届く場面。","Cautions: Salm-Salm側証言として扱い、移動経路や時刻は別史料で要確認。 Verification needed: yes.","助命運動の成果が監禁空間へ届く場面に使える。","Agnes Salm-Salm; Maximilian","Trial of Maximilian","Querétaro","Republic of Mexico","clemency diplomacy; imprisonment","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Agnes Salm-Salmは裁判延期の知らせを携え、1867年5月31日にQuerétaroへ到着し、身支度を整えるより先にMaximilianのもとへ向かった。","Agnes returned to Querétaro on May 31 with news of the delayed trial.","裁判延期の知らせがMaximilian本人へ届く場面。","Salm-Salm側証言として扱い、移動経路や時刻は別史料で要確認。","yes"
"FACT_MEXEMP_2420","Maximilianは裁判延期の知らせに感謝し涙を流した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","Agnesから裁判延期を知らされたMaximilianは感謝を示し、その後、窓の方を向いて涙を流したとされる。","Agnesから裁判延期を知らされたMaximilianは感謝を示し、その後、窓の方を向いて涙を流したとされる。","Source note: Maximilian reportedly thanked Agnes and wept after hearing of the delay. Japanese note: 裁判延期への感情的反応を示す証言。","Cautions: 心理描写を客観事実化しない。 Verification needed: yes.","君主の威厳と恐怖が同時に崩れる短い場面に使える。","Maximilian; Agnes Salm-Salm","Trial of Maximilian","Querétaro","Republic of Mexico","emotional reaction; clemency diplomacy","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Agnesから裁判延期を知らされたMaximilianは感謝を示し、その後、窓の方を向いて涙を流したとされる。","Maximilian reportedly thanked Agnes and wept after hearing of the delay.","裁判延期への感情的反応を示す証言。","心理描写を客観事実化しない。","yes"
"FACT_MEXEMP_2421","FelixとAgnesは逃亡計画をめぐって対立した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","裁判延期後、Felix Salm-Salmは逃亡がMaximilian救命の唯一の手段だと考え続けたが、Agnes Salm-Salmは時機と計画の不備を理由に反対した。","裁判延期後、Felix Salm-Salmは逃亡がMaximilian救命の唯一の手段だと考え続けたが、Agnes Salm-Salmは時機と計画の不備を理由に反対した。","Source note: Felix and Agnes disagreed over whether the escape plan should continue. Japanese note: 助命外交と逃亡工作の方針対立。","Cautions: 夫婦間の会話・判断は回想録的脚色の可能性を残す。 Verification needed: yes.","同じ救命目的でも手段が割れる場面に使える。","Felix Salm-Salm; Agnes Salm-Salm; Maximilian","Planned escape from Querétaro","Querétaro","Republic of Mexico","escape plan; clemency diplomacy","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","裁判延期後、Felix Salm-Salmは逃亡がMaximilian救命の唯一の手段だと考え続けたが、Agnes Salm-Salmは時機と計画の不備を理由に反対した。","Felix and Agnes disagreed over whether the escape plan should continue.","助命外交と逃亡工作の方針対立。","夫婦間の会話・判断は回想録的脚色の可能性を残す。","yes"
"FACT_MEXEMP_2422","Maximilianは6月2日の逃亡準備を直ちには取り消さなかった","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","Maximilianは迷いながらも、Felix Salm-Salmに対し、6月2日に向けた逃亡準備をまだ取り消さないよう伝えた。","Maximilianは迷いながらも、Felix Salm-Salmに対し、6月2日に向けた逃亡準備をまだ取り消さないよう伝えた。","Source note: Maximilian did not immediately cancel preparations for June 2. Japanese note: 裁判延期後も逃亡案が残ったことを示す。","Cautions: Maximilianの迷いは証言上の描写として扱う。 Verification needed: yes.","決断を先送りする緊迫感に使える。","Maximilian; Felix Salm-Salm","Planned escape from Querétaro","Querétaro","Republic of Mexico","hesitation; escape plan","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Maximilianは迷いながらも、Felix Salm-Salmに対し、6月2日に向けた逃亡準備をまだ取り消さないよう伝えた。","Maximilian did not immediately cancel preparations for June 2.","裁判延期後も逃亡案が残ったことを示す。","Maximilianの迷いは証言上の描写として扱う。","yes"
"FACT_MEXEMP_2423","6月2日午後に逃亡計画は実行可能と確認された","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","1867年6月2日午後早く、Salm-Salmは逃亡準備が整い、同夜に静かに脱出できると確認した。","1867年6月2日午後早く、Salm-Salmは逃亡準備が整い、同夜に静かに脱出できると確認した。","Source note: Salm-Salm confirmed on June 2 that escape appeared possible that night. Japanese note: 逃亡計画の実行直前の確認。","Cautions: 計画の実行可能性はSalm-Salm側の認識として扱う。 Verification needed: yes.","夜間脱出直前の準備完了として使える。","Felix Salm-Salm; Maximilian","Planned escape from Querétaro","Querétaro","Republic of Mexico","escape plan; imprisonment","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","1867年6月2日午後早く、Salm-Salmは逃亡準備が整い、同夜に静かに脱出できると確認した。","Salm-Salm confirmed on June 2 that escape appeared possible that night.","逃亡計画の実行直前の確認。","計画の実行可能性はSalm-Salm側の認識として扱う。","yes"
"FACT_MEXEMP_2424","Maximilianは外交官・弁護士到着の電報を受けて逃亡を見送った","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","6月2日後半、Maximilianは外交官と弁護士が向かっているとの電報を受け取り、自ら招いた者たちが到着した時に不在となることを問題視して、逃亡実行を見送った。","6月2日後半、Maximilianは外交官と弁護士が向かっているとの電報を受け取り、自ら招いた者たちが到着した時に不在となることを問題視して、逃亡実行を見送った。","Source note: Maximilian deferred escape after receiving word that diplomats and lawyers were on the way. Japanese note: 名誉・外交・逃亡判断が衝突する場面。","Cautions: 動機説明はMaximilian側証言を含む可能性がある。 Verification needed: yes.","招いた支援者を待つために救命策を逃す悲劇的転回として使える。","Maximilian; Felix Salm-Salm","Planned escape from Querétaro; Trial of Maximilian","Querétaro","Republic of Mexico","honor; diplomacy; escape plan","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","6月2日後半、Maximilianは外交官と弁護士が向かっているとの電報を受け取り、自ら招いた者たちが到着した時に不在となることを問題視して、逃亡実行を見送った。","Maximilian deferred escape after receiving word that diplomats and lawyers were on the way.","名誉・外交・逃亡判断が衝突する場面。","動機説明はMaximilian側証言を含む可能性がある。","yes"
"FACT_MEXEMP_2425","逃亡計画後に監視体制が強化され脱出が不可能になった","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","historical_fact","probable","6月2日の翌日、買収された看守は交替され、勤務兵数が増え、監房検査も強化されたため、Maximilianの逃亡は不可能になった。","6月2日の翌日、買収された看守は交替され、勤務兵数が増え、監房検査も強化されたため、Maximilianの逃亡は不可能になった。","Source note: After June 2, prison security changes made escape impossible. Japanese note: 逃亡機会喪失後の監視強化。","Cautions: 監視強化の直接原因と命令系統は別途確認。 Verification needed: yes.","一晩の遅れで状況が閉じる転換点に使える。","Maximilian; Felix Salm-Salm","Planned escape from Querétaro","Querétaro","republican army","prison security; escape failure","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","6月2日の翌日、買収された看守は交替され、勤務兵数が増え、監房検査も強化されたため、Maximilianの逃亡は不可能になった。","After June 2, prison security changes made escape impossible.","逃亡機会喪失後の監視強化。","監視強化の直接原因と命令系統は別途確認。","yes"
"FACT_MEXEMP_2426","弁護士らはQuerétaroの軍事法廷よりJuárez cabinetを重視した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","author_interpretation","probable","Maximilianの弁護士らは、Querétaroの軍事法廷は形式的な場にすぎず、実質的な判断はJuárez cabinetで行われると見て、San Luis Potosíへ向かった。","Maximilianの弁護士らは、Querétaroの軍事法廷は形式的な場にすぎず、実質的な判断はJuárez cabinetで行われると見て、San Luis Potosíへ向かった。","Source note: The defense focused on the Juárez cabinet rather than only the Querétaro tribunal. Japanese note: 法廷と政治判断の二重構造として整理。","Cautions: 「形式的裁判」評価は著者整理・弁護側見解を含むため、Republic of Mexico側の法的根拠と分ける。 Verification needed: yes.","法廷外の政治交渉が主戦場になる構図に使える。","Maximilian; Benito Juárez; Mariano Riva Palacio; Rafael Martínez de la Torre","Trial of Maximilian","Querétaro; San Luis Potosí","Juárez cabinet; military tribunal at Querétaro","legality and legitimacy; political trial","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Maximilianの弁護士らは、Querétaroの軍事法廷は形式的な場にすぎず、実質的な判断はJuárez cabinetで行われると見て、San Luis Potosíへ向かった。","The defense focused on the Juárez cabinet rather than only the Querétaro tribunal.","法廷と政治判断の二重構造として整理。","「形式的裁判」評価は著者整理・弁護側見解を含むため、Republic of Mexico側の法的根拠と分ける。","yes"
"FACT_MEXEMP_2427","MaximilianはMariano Riva PalacioとRafael Martínez de la Torreを弁護人に選んだ","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","historical_fact","probable","Maximilianは、自由派上層とつながりを持つMariano Riva PalacioとRafael Martínez de la Torreを法的代理人として選んだ。","Maximilianは、自由派上層とつながりを持つMariano Riva PalacioとRafael Martínez de la Torreを法的代理人として選んだ。","Source note: Maximilian selected Mariano Riva Palacio and Rafael Martínez de la Torre as counsel. Japanese note: 自由派人脈を持つ弁護人の選定。","Cautions: 選任経緯と役割分担は別史料で要確認。 Verification needed: yes.","敵対陣営側の人脈を頼る弁護戦略に使える。","Maximilian; Mariano Riva Palacio; Rafael Martínez de la Torre; Vicente Riva Palacio","Trial of Maximilian","Querétaro; San Luis Potosí","Liberal Party; Juárez government","legal defense; liberal networks","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Maximilianは、自由派上層とつながりを持つMariano Riva PalacioとRafael Martínez de la Torreを法的代理人として選んだ。","Maximilian selected Mariano Riva Palacio and Rafael Martínez de la Torre as counsel.","自由派人脈を持つ弁護人の選定。","選任経緯と役割分担は別史料で要確認。","yes"
"FACT_MEXEMP_2428","弁護側は無罪より死刑回避を現実的目標とした","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","author_interpretation","probable","弁護士らはJuárezにMaximilianの無罪を認めさせる可能性は低いと見つつ、自由派人脈と国際世論により死刑を回避できると期待した。","弁護士らはJuárezにMaximilianの無罪を認めさせる可能性は低いと見つつ、自由派人脈と国際世論により死刑を回避できると期待した。","Source note: The defense realistically aimed to avoid execution rather than obtain acquittal. Japanese note: 弁護目標を死刑回避として整理。","Cautions: 弁護側の期待とJuárez政府の判断は分ける。 Verification needed: yes.","無罪ではなく命を救う交渉として法廷劇を組める。","Maximilian; Benito Juárez; Mariano Riva Palacio; Rafael Martínez de la Torre","Trial of Maximilian","San Luis Potosí; Querétaro","Juárez government; Liberal Party","clemency diplomacy; legal defense; international opinion","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","弁護士らはJuárezにMaximilianの無罪を認めさせる可能性は低いと見つつ、自由派人脈と国際世論により死刑を回避できると期待した。","The defense realistically aimed to avoid execution rather than obtain acquittal.","弁護目標を死刑回避として整理。","弁護側の期待とJuárez政府の判断は分ける。","yes"
"FACT_MEXEMP_2429","Ulysses S. GrantはMaximilianを裁いた後に赦すべきだと考えたとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","Shawcrossによれば、Ulysses S. Grantは、もし自分がメキシコ人であればMaximilianを裁判にかけたうえで赦免するだろうと考えたとされる。","Shawcrossによれば、Ulysses S. Grantは、もし自分がメキシコ人であればMaximilianを裁判にかけたうえで赦免するだろうと考えたとされる。","Source note: Grant reportedly favored trial followed by clemency. Japanese note: 米国側助命論の一例。","Cautions: 米国側助命論をJuárez政府への命令や拘束力と扱わない。 Verification needed: yes.","共和国同士でも処罰と赦免の線引きが割れる素材に使える。","Ulysses S. Grant; Maximilian; Benito Juárez; Jefferson Davis","Trial of Maximilian; American Civil War aftermath","United States; Mexico","United States; Republic of Mexico","clemency diplomacy; republican legitimacy; foreign pressure","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossによれば、Ulysses S. Grantは、もし自分がメキシコ人であればMaximilianを裁判にかけたうえで赦免するだろうと考えたとされる。","Grant reportedly favored trial followed by clemency.","米国側助命論の一例。","米国側助命論をJuárez政府への命令や拘束力と扱わない。","yes"
"FACT_MEXEMP_2430","Maximilianは裁判待機中に発熱と腹痛に苦しんだ","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","裁判を待つMaximilianは発熱や胃の痛みに苦しみ、午前遅くまで寝床に留まり、夕方頃に再び床に就くことが多かったとされる。","裁判を待つMaximilianは発熱や胃の痛みに苦しみ、午前遅くまで寝床に留まり、夕方頃に再び床に就くことが多かったとされる。","Source note: Maximilian reportedly suffered fever and stomach pain while awaiting trial. Japanese note: 監禁下の体調悪化。","Cautions: 医学的診断として断定しない。 Verification needed: yes.","裁判を待つ身体的衰弱の描写に使える。","Maximilian","Trial of Maximilian","Querétaro","military tribunal at Querétaro","imprisonment; health; waiting for trial","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","裁判を待つMaximilianは発熱や胃の痛みに苦しみ、午前遅くまで寝床に留まり、夕方頃に再び床に就くことが多かったとされる。","Maximilian reportedly suffered fever and stomach pain while awaiting trial.","監禁下の体調悪化。","医学的診断として断定しない。","yes"
"FACT_MEXEMP_2431","監禁中のMaximilianらは暑さを避けて回廊に出てドミノをした","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / 10 THE TRIAL","Kindle PC 299/400","No.4224/7062","スクリーンショット 2026-05-31 13.11.37.png","primary_testimony","probable","監房は日中の暑さで過酷になり、Maximilian、Mejía、Miramón、Salm-Salm、Baschらは部屋の外の回廊で過ごし、時間つぶしにドミノをしたとされる。","監房は日中の暑さで過酷になり、Maximilian、Mejía、Miramón、Salm-Salm、Baschらは部屋の外の回廊で過ごし、時間つぶしにドミノをしたとされる。","Source note: The prisoners reportedly spent hot hours in the corridor and played dominoes. Japanese note: 監禁生活の日課と暑熱。","Cautions: 具体的な同席者・頻度は証言由来として扱う。 Verification needed: yes.","死刑を待つ人物たちの静かな時間つぶしとして使える。","Maximilian; Tomás Mejía; Miguel Miramón; Felix Salm-Salm; Samuel Basch","Trial of Maximilian","Querétaro","military tribunal at Querétaro","imprisonment; prison routine","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","監房は日中の暑さで過酷になり、Maximilian、Mejía、Miramón、Salm-Salm、Baschらは部屋の外の回廊で過ごし、時間つぶしにドミノをしたとされる。","The prisoners reportedly spent hot hours in the corridor and played dominoes.","監禁生活の日課と暑熱。","具体的な同席者・頻度は証言由来として扱う。","yes"
