"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","author","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_HAMNETT_JUAREZ_0067","Luis TerrazasはFrench Intervention期にJuárezの保護者となるが態度決定には時間を要した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;terrazas;chihuahua","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","historical_fact","probable","Luis TerrazasはFrench Intervention期にJuárezの保護者となるが、Juárez支持へ明確に踏み切るまでには時間を要したとされる。","Luis TerrazasはFrench Intervention期にJuárezの保護者となるが、Juárez支持へ明確に踏み切るまでには時間を要したとされる。","Source note: Chihuahua地方エリートの揺れを示すTerrazas叙述。 Japanese note: Terrazasを単純な初期juaristaとして扱わないためのカード。","Cautions: Protectorとされた具体的経緯と時期は別資料で要確認。 Verification needed: yes","忠誠より条件・地域利益を見極めて動く地方有力者として描ける。","Luis Terrazas;Benito Juárez","French Intervention","Chihuahua","","regional elites;juarismo","","","fact","Juárez","Brian R. Hamnett","Luis TerrazasはFrench Intervention期にJuárezの保護者となるが、Juárez支持へ明確に踏み切るまでには時間を要したとされる。","Chihuahua地方エリートの揺れを示すTerrazas叙述。","Terrazasを単純な初期juaristaとして扱わないためのカード。","Protectorとされた具体的経緯と時期は別資料で要確認。","yes"
"FACT_HAMNETT_JUAREZ_0068","TerrazasやSantiago Vidaurriは連邦歳入を州目的に用いたとされる","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;federal-revenues;regional-elites","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","historical_fact","probable","TerrazasやSantiago Vidaurriは、連邦歳入を州レベルの目的に用い続けたとされる。","TerrazasやSantiago Vidaurriは、連邦歳入を州レベルの目的に用い続けたとされる。","Source note: 地方有力者による連邦歳入運用を比較する箇所。 Japanese note: 連邦制を制度理念ではなく、歳入配分と州権力の問題として読む。","Cautions: 歳入の制度的性格、金額、法的根拠は別資料で確認する。 Verification needed: yes","共和派側の地方有力者にも財政的自立や州内支配の利害がある構図に使える。","Luis Terrazas;Santiago Vidaurri","","Chihuahua;Nuevo León-Coahuila","federal government;state governments","federal revenues;regional elites;federalism","","","fact","Juárez","Brian R. Hamnett","TerrazasやSantiago Vidaurriは、連邦歳入を州レベルの目的に用い続けたとされる。","地方有力者による連邦歳入運用を比較する箇所。","連邦制を制度理念ではなく、歳入配分と州権力の問題として読む。","歳入の制度的性格、金額、法的根拠は別資料で確認する。","yes"
"FACT_HAMNETT_JUAREZ_0069","Juárezの支持はTerrazas familyのChihuahua支配完成を助けたとHamnettは見る","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;terrazas-family;chihuahua","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Juárezの支持は、Terrazas familyがChihuahua州内で財産・事業・政治生活への支配を完成させることを助けたとHamnettは見る。","Juárezの支持は、Terrazas familyがChihuahua州内で財産・事業・政治生活への支配を完成させることを助けたとHamnettは見る。","Source note: Juárezと地方有力家族の相互利益を示す解釈。 Japanese note: Juárez支持が中央から地方支配を補強する可能性を示す。","Cautions: Terrazas familyの財産・事業・政治支配の完成過程は別資料で確認する。 Verification needed: yes","勝利後の共和国が地方名望家を通じて統治される複雑さを描ける。","Benito Juárez;Terrazas family","","Chihuahua","","regional elites;clientelism;state power","","","fact","Juárez","Brian R. Hamnett","Juárezの支持は、Terrazas familyがChihuahua州内で財産・事業・政治生活への支配を完成させることを助けたとHamnettは見る。","Juárezと地方有力家族の相互利益を示す解釈。","Juárez支持が中央から地方支配を補強する可能性を示す。","Terrazas familyの財産・事業・政治支配の完成過程は別資料で確認する。","yes"
"FACT_HAMNETT_JUAREZ_0070","War of IndependenceはNew Spainの経済・政治連関を解体へ向かわせた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;war-of-independence;new-spain","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、1810年9月に始まったWar of IndependenceがNew Spainを結びつけていた経済的・政治的連関を解体へ向かわせたと説明する。","Hamnettは、1810年9月に始まったWar of IndependenceがNew Spainを結びつけていた経済的・政治的連関を解体へ向かわせたと説明する。","Source note: 独立戦争を地域的分解の起点として位置付ける箇所。 Japanese note: 独立を国家成立だけでなく、植民地的統合の解体として読む。","Cautions: 経済連関・政治連関の具体的内容は後続資料で確認する。 Verification needed: yes","独立戦争後の地域社会が中央からほどけていく背景に使える。","","War of Independence","New Spain;Mexico","","regionalism;political economy","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1810年9月に始まったWar of IndependenceがNew Spainを結びつけていた経済的・政治的連関を解体へ向かわせたと説明する。","独立戦争を地域的分解の起点として位置付ける箇所。","独立を国家成立だけでなく、植民地的統合の解体として読む。","経済連関・政治連関の具体的内容は後続資料で確認する。","yes"
"FACT_HAMNETT_JUAREZ_0071","1810年代以降メキシコ中央政府の分解が進んだ","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;central-government;regionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、1810年代以降のメキシコで中央政府の分解が進み、異なる思想的性格を持つ政権もそれを再構成できなかったと整理する。","Hamnettは、1810年代以降のメキシコで中央政府の分解が進み、異なる思想的性格を持つ政権もそれを再構成できなかったと整理する。","Source note: 独立戦争後の中央政府弱体化を叙述する箇所。 Japanese note: 政権交代だけでなく国家機構そのものの再構成困難として扱う。","Cautions: 具体的政権ごとの差異と制度的変化は別資料で確認する。 Verification needed: yes","中央政府の命令が地方に届かない政治空間として描ける。","","War of Independence","Mexico","central government","regionalism;state formation","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1810年代以降のメキシコで中央政府の分解が進み、異なる思想的性格を持つ政権もそれを再構成できなかったと整理する。","独立戦争後の中央政府弱体化を叙述する箇所。","政権交代だけでなく国家機構そのものの再構成困難として扱う。","具体的政権ごとの差異と制度的変化は別資料で確認する。","yes"
"FACT_HAMNETT_JUAREZ_0072","Juárezは1867年に地域的権力分散の問題を継承した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;1867;regional-diffusion","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Juárezは1867年にFrench Intervention崩壊後の国政権力を回復した時、地域的権力分散という構造問題を継承した。","Juárezは1867年にFrench Intervention崩壊後の国政権力を回復した時、地域的権力分散という構造問題を継承した。","Source note: 1867年以後のJuárez政権課題を地域権力分散に接続する箇所。 Japanese note: 勝利後の課題を外国干渉排除だけで終わらせないための基礎。","Cautions: Hamnettの構造的解釈として扱う。 Verification needed: no","1867年の勝利直後に中央再建の重さを認識するJuárez像に使える。","Benito Juárez","French Intervention","Mexico","central government","regional diffusion of power;central government reconstruction","","","fact","Juárez","Brian R. Hamnett","Juárezは1867年にFrench Intervention崩壊後の国政権力を回復した時、地域的権力分散という構造問題を継承した。","1867年以後のJuárez政権課題を地域権力分散に接続する箇所。","勝利後の課題を外国干渉排除だけで終わらせないための基礎。","Hamnettの構造的解釈として扱う。","no"
"FACT_HAMNETT_JUAREZ_0073","地域的権力分散はJuárezの有効な中央政府再建を妨げた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;central-government-reconstruction","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","地域的権力分散は、Juárezが有効な大統領権威を持つ中央政府を再建することを大きく妨げたとHamnettは見る。","地域的権力分散は、Juárezが有効な大統領権威を持つ中央政府を再建することを大きく妨げたとHamnettは見る。","Source note: Juárez政権の国家再建を地域権力構造から説明する箇所。 Japanese note: Juárezの困難を個人能力ではなく構造問題として扱う。","Cautions: Hamnettの因果解釈として扱い、他要因も残す。 Verification needed: no","中央政府再建を阻む州権力・地方首領・財政問題を配置できる。","Benito Juárez","","Mexico","central government","regional diffusion of power;central government reconstruction","","","fact","Juárez","Brian R. Hamnett","地域的権力分散は、Juárezが有効な大統領権威を持つ中央政府を再建することを大きく妨げたとHamnettは見る。","Juárez政権の国家再建を地域権力構造から説明する箇所。","Juárezの困難を個人能力ではなく構造問題として扱う。","Hamnettの因果解釈として扱い、他要因も残す。","no"
"FACT_HAMNETT_JUAREZ_0074","Hamnettは中央政府政治だけでは19世紀メキシコ政治を説明できないとする","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;regional-politics","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、中央政府政治だけでは19世紀メキシコの政治運動を説明できず、地域政治の構造を追う必要があるとする。","Hamnettは、中央政府政治だけでは19世紀メキシコの政治運動を説明できず、地域政治の構造を追う必要があるとする。","Source note: The Geo-Politics of Mexico節の方法論的主張。 Japanese note: 中央政局史だけで読まないための基本視角。","Cautions: 地域要因の過大評価への留保は同ページ後半で補う。 Verification needed: no","同じ政党名でも地域ごとに違う利害がある構図を作れる。","","","Mexico","central government","regionalism;regional politics","","","fact","Juárez","Brian R. Hamnett","Hamnettは、中央政府政治だけでは19世紀メキシコの政治運動を説明できず、地域政治の構造を追う必要があるとする。","The Geo-Politics of Mexico節の方法論的主張。","中央政局史だけで読まないための基本視角。","地域要因の過大評価への留保は同ページ後半で補う。","no"
"FACT_HAMNETT_JUAREZ_0075","19世紀メキシコには地域ごとの経済・政治・社会・農地利用・民族文化差があった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;regional-difference","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、19世紀メキシコを理解するには、地域ごとの政治生活、経済構造、社会構造、農地利用、民族文化的差異を追う必要があるとする。","Hamnettは、19世紀メキシコを理解するには、地域ごとの政治生活、経済構造、社会構造、農地利用、民族文化的差異を追う必要があるとする。","Source note: 地域政治分析の対象範囲を示す箇所。 Japanese note: 政治史を地理・経済・社会・民族文化へ広げるためのカード。","Cautions: 各地域の具体差は個別カードで補強する。 Verification needed: no","州や地域ごとに異なる政治行動の背景を設定できる。","","","Mexico","","regionalism;political economy;ethnocultural difference","","","fact","Juárez","Brian R. Hamnett","Hamnettは、19世紀メキシコを理解するには、地域ごとの政治生活、経済構造、社会構造、農地利用、民族文化的差異を追う必要があるとする。","地域政治分析の対象範囲を示す箇所。","政治史を地理・経済・社会・民族文化へ広げるためのカード。","各地域の具体差は個別カードで補強する。","no"
"FACT_HAMNETT_JUAREZ_0076","政治の地方化・地域化はpersonalismを強めた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;personalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、1810年から1867年までの政治生活の地方化・地域化がpersonalismの傾向を強めたと説明する。","Hamnettは、1810年から1867年までの政治生活の地方化・地域化がpersonalismの傾向を強めたと説明する。","Source note: 地域化と政治的personalismを接続する箇所。 Japanese note: 制度だけでなく人物間関係で政治が動く背景。","Cautions: personalismの形態はラテンアメリカ内でも多様とされる。 Verification needed: no","地方首領や庇護関係が政党・憲法を媒介する場面に使える。","","","Mexico","","personalism;regionalism","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1810年から1867年までの政治生活の地方化・地域化がpersonalismの傾向を強めたと説明する。","地域化と政治的personalismを接続する箇所。","制度だけでなく人物間関係で政治が動く背景。","personalismの形態はラテンアメリカ内でも多様とされる。","no"
