"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","source_title","author","source_note","japanese_note","cautions","verification_needed","related_capture"
"FACT_HAMNETT_JUAREZ_0151","Guerreroによる反乱鎮圧後、BravoはGuerreroへの敵意を深めた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;politics-fragmentation;guerrero-bravo","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、Guerreroが反乱を鎮圧した後、Nicolás BravoがGuerreroへの敵意を深め、彼を破壊しようとしたと述べている。","Hamnettは、Guerreroが反乱を鎮圧した後、Nicolás BravoがGuerreroへの敵意を深め、彼を破壊しようとしたと述べている。","Source note: 前ページ末尾からの接続箇所。 Japanese note: 個人的敵意と派閥政治の接続はHamnettの解釈として扱う。","Cautions: 前ページ末尾の句読点は再確認が望ましい。 Verification needed: yes","GuerreroとBravoの対立を、単なる思想対立でなく個人的敵意と派閥政治の場面として使える。","Nicolas Bravo;Vicente Guerrero","Rebellion of Tulancingo 1827","Mexico","","Factionalism;Personalism;federalism","FACT_HAMNETT_JUAREZ_0150","","Juárez","Brian R. Hamnett","前ページ末尾からの接続箇所。","個人的敵意と派閥政治の接続はHamnettの解釈として扱う。","前ページ末尾の句読点は再確認が望ましい。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0152","連邦主義への脅威は地方自由主義を急進化させた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;federalism;liberalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、連邦主義への脅威がLiberalismの地方的翼を急進化させたと整理している。","Hamnettは、連邦主義への脅威がLiberalismの地方的翼を急進化させたと整理している。","Source note: Federalismへの脅威とlocal Liberalismの急進化に関する著者整理。 Japanese note: 自由主義内部の地域差を示す。","Cautions: Hamnettの因果整理であり、他研究との照合が必要。 Verification needed: yes","地方自由主義が中央集権への警戒から急進化する流れとして描ける。","Vicente Guerrero;Nicolas Bravo","","Mexico","Liberal Party","federalism;Mexican Liberalism;Regionalism","","","Juárez","Brian R. Hamnett","Federalismへの脅威とlocal Liberalismの急進化に関する著者整理。","自由主義内部の地域差を示す。","Hamnettの因果整理であり、他研究との照合が必要。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0153","yorkino riteとescocés riteは自由主義内部の政治分化と結びついていた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;masonic-lodges","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","historical_fact","probable","Hamnettは、急進化した地方自由主義が新興のyorkino riteのmasonic lodgesを通じて組織され、穏健派が古いescocés riteに依拠したと述べている。","Hamnettは、急進化した地方自由主義が新興のyorkino riteのmasonic lodgesを通じて組織され、穏健派が古いescocés riteに依拠したと述べている。","Source note: masonic lodgesと政治分化の説明。 Japanese note: yorkino rite / escocés riteは短語メモとして残す。","Cautions: 組織実態と人物所属は別史料で確認する。 Verification needed: yes","秘密結社的ネットワークや都市エリート社交空間を通じて政治思想が動く場面に使える。","","","Mexico","Masonic Lodges;Yorkino Rite;Escoces Rite","Factionalism;Mexican Liberalism;Political Networks","","","Juárez","Brian R. Hamnett","masonic lodgesと政治分化の説明。","yorkino rite / escocés riteは短語メモとして残す。","組織実態と人物所属は別史料で確認する。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0154","1828年大統領選挙で穏健派はGuerreroを敗北させた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;1828-election","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","historical_fact","probable","Hamnettは、穏健派が1828年の大統領選挙でVicente Guerreroを敗北させたと述べている。","Hamnettは、穏健派が1828年の大統領選挙でVicente Guerreroを敗北させたと述べている。","Source note: 1828年大統領選挙に関する叙述。 Japanese note: 選挙結果は史実整理として扱うが未照合。","Cautions: 選挙制度・候補者・結果の詳細は要確認。 Verification needed: yes","選挙敗北が制度内対立から蜂起へ移る転換点として使える。","Vicente Guerrero","Presidential Elections of 1828","Mexico","Moderate Liberals","Constitutional Politics;Factionalism","","","Juárez","Brian R. Hamnett","1828年大統領選挙に関する叙述。","選挙結果は史実整理として扱うが未照合。","選挙制度・候補者・結果の詳細は要確認。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0155","Acordada反乱は憲法秩序を初めて破った急進自由主義蜂起だった","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;acordada","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、Zavalaが指導したRebellion of the Acordadaを、急進自由主義蜂起であり、憲法秩序を初めて破った事件として位置づけている。","Hamnettは、Zavalaが指導したRebellion of the Acordadaを、急進自由主義蜂起であり、憲法秩序を初めて破った事件として位置づけている。","Source note: Rebellion of the Acordadaへの著者評価。 Japanese note: 憲法秩序破壊という位置づけはHamnettの解釈。","Cautions: 事件の発生経緯、参加者、暴力の規模は要確認。 Verification needed: yes","自由主義側も憲法秩序を破ることがあった複雑さを描ける。","Lorenzo de Zavala;Vicente Guerrero","Rebellion of the Acordada","Mexico","Radical Liberals","Constitutionalism;Mexican Liberalism;Factionalism","","","Juárez","Brian R. Hamnett","Rebellion of the Acordadaへの著者評価。","憲法秩序破壊という位置づけはHamnettの解釈。","事件の発生経緯、参加者、暴力の規模は要確認。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0156","Acordada反乱はGuerreroを大統領にしZavalaを財務大臣にした","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;guerrero-zavala","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","historical_fact","probable","Hamnettは、Rebellion of the Acordadaが1829年にGuerreroを大統領に押し上げ、ZavalaをFinance Ministerにしたと述べている。","Hamnettは、Rebellion of the Acordadaが1829年にGuerreroを大統領に押し上げ、ZavalaをFinance Ministerにしたと述べている。","Source note: Acordada後の政権形成に関する叙述。 Japanese note: 役職名はFinance Ministerとして短語確認。","Cautions: 就任日、法的手続き、役職名の正式表記は要確認。 Verification needed: yes","蜂起後に政治ポストが配分される場面として使える。","Vicente Guerrero;Lorenzo de Zavala","Rebellion of the Acordada;Guerrero Presidency","Mexico","Radical Liberals","Constitutional Politics;Mexican Liberalism","","","Juárez","Brian R. Hamnett","Acordada後の政権形成に関する叙述。","役職名はFinance Ministerとして短語確認。","就任日、法的手続き、役職名の正式表記は要確認。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0157","Guerrero政権は政治的失敗と財政的弱体で崩壊した","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;guerrero-presidency","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、Guerrero政権が政治的失敗と財政的弱体によって崩壊したと述べている。","Hamnettは、Guerrero政権が政治的失敗と財政的弱体によって崩壊したと述べている。","Source note: Guerrero政権崩壊原因に関する著者整理。 Japanese note: political failureとfinancial weaknessは解釈語として扱う。","Cautions: 財政危機と政治的失敗の具体内容は要確認。 Verification needed: yes","共和国初期政権が理念だけでなく財政基盤で崩れる構図に使える。","Vicente Guerrero;Anastasio Bustamante","Guerrero Presidency","Mexico","","Financial Weakness;Political Failure;Factionalism","","","Juárez","Brian R. Hamnett","Guerrero政権崩壊原因に関する著者整理。","political failureとfinancial weaknessは解釈語として扱う。","財政危機と政治的失敗の具体内容は要確認。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0158","Bustamanteは穏健派・保守派エリートの戦術的同盟候補としてGuerreroを排除した","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;bustamante","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、Vice-President Anastasio Bustamanteが穏健派と保守派エリートの戦術的同盟の候補として行動し、Guerrero政権を排除したと述べている。","Hamnettは、Vice-President Anastasio Bustamanteが穏健派と保守派エリートの戦術的同盟の候補として行動し、Guerrero政権を排除したと述べている。","Source note: BustamanteによるGuerrero政権排除の政治的位置づけ。 Japanese note: 戦術的同盟という評価はHamnettの整理。","Cautions: 役職、政変過程、元王党派経歴は別史料で確認する。 Verification needed: yes","穏健派と保守派の一時的連携として描ける。","Anastasio Bustamante;Vicente Guerrero","Fall of Guerrero Regime","Mexico","Moderate Forces;Conservative Forces","Elite Politics;Factionalism;Centralism","","","Juárez","Brian R. Hamnett","BustamanteによるGuerrero政権排除の政治的位置づけ。","戦術的同盟という評価はHamnettの整理。","役職、政変過程、元王党派経歴は別史料で確認する。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0159","BustamanteとAlamánは1830–1832年に中央集権的neo-Bourbon体制を形成した","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;bustamante-alaman","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","author_interpretation","probable","Hamnettは、BustamanteがLucas Alamánと緊密に協力し、1830–1832年に中央集権的・neo-Bourbon的体制を形成したと評価している。","Hamnettは、BustamanteがLucas Alamánと緊密に協力し、1830–1832年に中央集権的・neo-Bourbon的体制を形成したと評価している。","Source note: centralizing, neo-Bourbon regimeという著者評価。 Japanese note: neo-BourbonはHamnettの評価語として扱う。","Cautions: 他研究との照合が必要。 Verification needed: yes","保守・中央集権側を単純な反動ではなく国家再編構想として描く材料。","Anastasio Bustamante;Lucas Alaman","Bustamante Alaman Regime 1830 1832","Mexico","Bustamante Alaman Regime","Centralism;Neo Bourbon State;Conservative Politics","","","Juárez","Brian R. Hamnett","centralizing, neo-Bourbon regimeという著者評価。","neo-BourbonはHamnettの評価語として扱う。","他研究との照合が必要。","yes","CAP_HAMNETT_JUAREZ_0010"
"FACT_HAMNETT_JUAREZ_0160","Santa Annaの1832年介入がBustamante-Alamán体制を除去した","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter1;santa-anna-1832","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Politics of Fragmentation","printed page 14-15","14-15","/page/14/mode/2up; Page 14 (29/323)","","スクリーンショット 2026-06-13 17.22.58.jpeg","historical_fact","probable","Hamnettは、Bustamante-Alamán体制から離反した穏健派が有力な指導者を求め、その除去が1832年のSanta Anna介入によって実現したと述べている。","Hamnettは、Bustamante-Alamán体制から離反した穏健派が有力な指導者を求め、その除去が1832年のSanta Anna介入によって実現したと述べている。","Source note: Santa Annaの1832年介入に関する叙述。 Japanese note: 介入の実現過程は要照合。","Cautions: 介入の軍事・政治過程、関係者の動機は要確認。 Verification needed: yes","軍人政治家が体制内部の亀裂を利用して介入する構図として使える。","Antonio Lopez de Santa Anna;Anastasio Bustamante;Lucas Alaman","Santa Anna Intervention of 1832;Bustamante Alaman Regime 1830 1832","Mexico","Moderate Forces","Military Politics;Factionalism;Personalism","","","Juárez","Brian R. Hamnett","Santa Annaの1832年介入に関する叙述。","介入の実現過程は要照合。","介入の軍事・政治過程、関係者の動機は要確認。","yes","CAP_HAMNETT_JUAREZ_0010"
