"id","title","status","created","updated","tags","source_id","chapter","page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_MEXEMP_2538","ShawcrossはMaximilianの名誉観念が意思決定を損なったと見る","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Habsburg的な名誉観念がMaximilianを強く支配し、即位・退位・逃亡といった重大判断を困難にしたと整理する。","Shawcrossは、Habsburg的な名誉観念がMaximilianを強く支配し、即位・退位・逃亡といった重大判断を困難にしたと整理する。","Source note: 102枚目末尾から続く名誉観念の総括。 Japanese note: 客観的な心理診断ではなく、Shawcrossの人物解釈として扱う。","Cautions: 名誉観念だけで意思決定を説明しすぎない。軍事状況、外交状況、周囲の圧力も併置する。 Verification needed: no.","退位・逃亡の選択肢を前に、名誉という内的規範に縛られる場面設計に使える。","Maximilian","Maximilian’s final stand at Querétaro","Querétaro; Mexico","Habsburg dynasty; Mexican Empire","Habsburg honour; decision making; abdication; escape","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Habsburg的な名誉観念がMaximilianを強く支配し、即位・退位・逃亡といった重大判断を困難にしたと整理する。","102枚目末尾から続く名誉観念の総括。","客観的な心理診断ではなく、Shawcrossの人物解釈として扱う。","名誉観念だけで意思決定を説明しすぎない。軍事状況、外交状況、周囲の圧力も併置する。","no"
"FACT_MEXEMP_2539","ShawcrossはMaximilianが抑うつに苦しんだと述べる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","uncertain","Shawcrossは、Maximilianが抑うつに苦しんでいたため、重大な選択がさらに苦痛を伴うものになったと述べる。","Shawcrossは、Maximilianが抑うつに苦しんでいたため、重大な選択がさらに苦痛を伴うものになったと述べる。","Source note: Shawcrossの人物評価として出る。 Japanese note: 医学的診断として断定しない。","Cautions: 近代医学的な診断名を直接貼り付けるのは避ける。原典確認が必要。 Verification needed: yes.","最終局面の迷い、疲弊、孤独感を描く素材になる。","Maximilian","Maximilian’s final months","Querétaro","Mexican Empire","mental state; decision making; captivity","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Maximilianが抑うつに苦しんでいたため、重大な選択がさらに苦痛を伴うものになったと述べる。","Shawcrossの人物評価として出る。","医学的診断として断定しない。","近代医学的な診断名を直接貼り付けるのは避ける。原典確認が必要。","yes"
"FACT_MEXEMP_2540","ShawcrossはMaximilianのQuerétaroでの最期を本人の自己像では英雄的だったと見る","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Querétaroでの最後の数か月が王朝の華麗さから遠く離れた惨めな環境であっても、Maximilian自身の意識では最後の抵抗は英雄的なものだったと整理する。","Shawcrossは、Querétaroでの最後の数か月が王朝の華麗さから遠く離れた惨めな環境であっても、Maximilian自身の意識では最後の抵抗は英雄的なものだったと整理する。","Source note: Querétaroの環境とMaximilianの自己認識を対比する著者総括。 Japanese note: 本人の内面は推定を含む。","Cautions: Maximilianの自己像を事実認定として断定しない。 Verification needed: no.","華麗なHabsburg世界と修道院・包囲都市の落差を描ける。","Maximilian","Siege of Querétaro; Execution of Maximilian","Querétaro","Mexican Empire","honour; heroic self-image; dynastic memory","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Querétaroでの最後の数か月が王朝の華麗さから遠く離れた惨めな環境であっても、Maximilian自身の意識では最後の抵抗は英雄的なものだったと整理する。","Querétaroの環境とMaximilianの自己認識を対比する著者総括。","本人の内面は推定を含む。","Maximilianの自己像を事実認定として断定しない。","no"
"FACT_MEXEMP_2541","ShawcrossはMaximilianが国外では主に死によって記憶されると述べる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Mexico国外でMaximilianが記憶される場合、それは主に統治ではなく死によってであると整理する。","Shawcrossは、Mexico国外でMaximilianが記憶される場合、それは主に統治ではなく死によってであると整理する。","Source note: Shawcrossの記憶史的総括。 Japanese note: 国・地域ごとの記憶差は別途確認が必要。","Cautions: Mexico国内での記憶は国外と異なる可能性がある。 Verification needed: no.","死後の名声と生前の政治的失敗の対比に使える。","Maximilian","Execution of Maximilian","Mexico; Europe","Mexican Empire","historical memory; martyrdom; imperial failure","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Mexico国外でMaximilianが記憶される場合、それは主に統治ではなく死によってであると整理する。","Shawcrossの記憶史的総括。","国・地域ごとの記憶差は別途確認が必要。","Mexico国内での記憶は国外と異なる可能性がある。","no"
"FACT_MEXEMP_2542","Manetの《Execution of Maximilian》は細部不正確だが広い真実を捉えるとShawcrossは見る","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Manetの《Execution of Maximilian》について、Maximilianの配置や服装など細部は史実と異なるが、死の静けさ・威厳・名誉という広い意味を表現していると評価する。","Shawcrossは、Manetの《Execution of Maximilian》について、Maximilianの配置や服装など細部は史実と異なるが、死の静けさ・威厳・名誉という広い意味を表現していると評価する。","Source note: 絵画の歴史的正確性と象徴的意味の整理。 Japanese note: 絵画を史実再現資料としてではなく記憶表象として扱う。","Cautions: 絵画の構図を処刑の正確な再現として使わない。 Verification needed: no.","処刑場面そのものではなく、後世のイメージ形成を描く材料になる。","Maximilian; Édouard Manet","Execution of Maximilian","Mexico","Mexican Empire","art; historical memory; honour; visual politics","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Manetの《Execution of Maximilian》について、Maximilianの配置や服装など細部は史実と異なるが、死の静けさ・威厳・名誉という広い意味を表現していると評価する。","絵画の歴史的正確性と象徴的意味の整理。","絵画を史実再現資料としてではなく記憶表象として扱う。","絵画の構図を処刑の正確な再現として使わない。","no"
"FACT_MEXEMP_2543","Manetの絵画はNapoleon IIIの責任を示唆するとShawcrossは解釈する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Manetの絵画で兵士の軍服がFrench troopsに似ており、最後の一撃を準備する人物がNapoleon IIIを連想させるため、Napoleon IIIの責任を示す政治的含意があると解釈する。","Shawcrossは、Manetの絵画で兵士の軍服がFrench troopsに似ており、最後の一撃を準備する人物がNapoleon IIIを連想させるため、Napoleon IIIの責任を示す政治的含意があると解釈する。","Source note: Manet作品の政治的意味をShawcrossが読み取る箇所。 Japanese note: Napoleon III責任論は政治的・象徴的評価。","Cautions: 法的責任や直接命令の証拠とは分ける。 Verification needed: no.","絵画を通じて、戦場にいなかったNapoleon IIIの責任を可視化する場面に使える。","Maximilian; Napoleon III; Édouard Manet","Execution of Maximilian; French intervention in Mexico","France; Mexico","French army; French Empire; Mexican Empire","responsibility; visual accusation; imperial politics","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Manetの絵画で兵士の軍服がFrench troopsに似ており、最後の一撃を準備する人物がNapoleon IIIを連想させるため、Napoleon IIIの責任を示す政治的含意があると解釈する。","Manet作品の政治的意味をShawcrossが読み取る箇所。","Napoleon III責任論は政治的・象徴的評価。","法的責任や直接命令の証拠とは分ける。","no"
"FACT_MEXEMP_2544","Manetの《Execution of Maximilian》はParisで公開展示を禁じられた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","historical_fact","probable","Shawcrossは、Manetの《Execution of Maximilian》がParisでの公的展示を禁じられたと述べる。","Shawcrossは、Manetの《Execution of Maximilian》がParisでの公的展示を禁じられたと述べる。","Source note: 絵画の展示禁止に関する叙述。 Japanese note: 禁止の制度的形式や時期は美術史資料で確認したい。","Cautions: 公開禁止の範囲・時期を未確認のまま詳細化しない。 Verification needed: yes.","Parisで語れない政治的記憶として描ける。","Édouard Manet; Napoleon III; Maximilian","Execution of Maximilian","Paris; France","French Empire","censorship; art; political criticism","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Manetの《Execution of Maximilian》がParisでの公的展示を禁じられたと述べる。","絵画の展示禁止に関する叙述。","禁止の制度的形式や時期は美術史資料で確認したい。","公開禁止の範囲・時期を未確認のまま詳細化しない。","yes"
"FACT_MEXEMP_2545","Eugène RouherはCorps législatifでメキシコ遠征を後世に評価される事業として弁護した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","primary_testimony","probable","Shawcrossは、Napoleon IIIの閣僚Eugène RouherがCorps législatifで、メキシコ遠征の理念はいずれ偉大なものとして認められると弁護したことを紹介する。","Shawcrossは、Napoleon IIIの閣僚Eugène RouherがCorps législatifで、メキシコ遠征の理念はいずれ偉大なものとして認められると弁護したことを紹介する。","Source note: ShawcrossがRouher演説を引用・要約している。 Japanese note: 演説原典未確認のためprimary_testimony扱い。","Cautions: Rouherの弁明を事実評価ではなく政治的弁護として扱う。 Verification needed: yes.","フランス議会での自己正当化と後世への訴えを描ける。","Eugène Rouher; Napoleon III; Jules Favre","French intervention in Mexico","Paris; France; Mexico","Corps législatif; French Empire","parliamentary defence; imperial propaganda; posterity","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Napoleon IIIの閣僚Eugène RouherがCorps législatifで、メキシコ遠征の理念はいずれ偉大なものとして認められると弁護したことを紹介する。","ShawcrossがRouher演説を引用・要約している。","演説原典未確認のためprimary_testimony扱い。","Rouherの弁明を事実評価ではなく政治的弁護として扱う。","yes"
"FACT_MEXEMP_2546","ShawcrossはRouherの後世評価論を否定する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Rouherが期待したような栄光の歴史評価は成立せず、Maximilian処刑後、メキシコ介入は破局的失敗として認識されたと述べる。","Shawcrossは、Rouherが期待したような栄光の歴史評価は成立せず、Maximilian処刑後、メキシコ介入は破局的失敗として認識されたと述べる。","Source note: Rouher演説へのShawcrossの反論的総括。 Japanese note: 評価語が強いので著者解釈として扱う。","Cautions: 後世評価は時代・国によって差があり得る。 Verification needed: no.","政治家の楽観的弁明と歴史的評価の落差を描ける。","Eugène Rouher; Napoleon III; Maximilian","Execution of Maximilian; French intervention in Mexico","Mexico; France","French Empire; Mexican Empire","imperial failure; historical judgement; propaganda collapse","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Rouherが期待したような栄光の歴史評価は成立せず、Maximilian処刑後、メキシコ介入は破局的失敗として認識されたと述べる。","Rouher演説へのShawcrossの反論的総括。","評価語が強いので著者解釈として扱う。","後世評価は時代・国によって差があり得る。","no"
"FACT_MEXEMP_2547","Shawcrossはフランス介入がMexicoに混乱・暴力・貧困をもたらしたと総括する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 313/400","No.4433/7062","スクリーンショット 2026-05-31 13.11.56.png","author_interpretation","probable","Shawcrossは、Napoleon IIIのメキシコ政策がMexicoにさらなる混乱と暴力をもたらし、貧しい国をさらに困窮させたと総括する。","Shawcrossは、Napoleon IIIのメキシコ政策がMexicoにさらなる混乱と暴力をもたらし、貧しい国をさらに困窮させたと総括する。","Source note: 介入全体へのShawcrossの総括。 Japanese note: Mexico側の被害を中心に見る重要な評価。","Cautions: 具体的な被害規模は別資料でクロスチェックする。 Verification needed: yes.","介入を欧州王朝悲劇ではなく、Mexico社会への負荷として描ける。","Napoleon III; Maximilian; Benito Juárez","French intervention in Mexico","Mexico","French Empire; French army; Mexican Empire; Republic of Mexico","foreign intervention; occupation; violence; poverty","","","fact_card","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Napoleon IIIのメキシコ政策がMexicoにさらなる混乱と暴力をもたらし、貧しい国をさらに困窮させたと総括する。","介入全体へのShawcrossの総括。","Mexico側の被害を中心に見る重要な評価。","具体的な被害規模は別資料でクロスチェックする。","yes"
