"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","author","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_HAMNETT_JUAREZ_0023","Hamnettは本書の主題の起源を1968-69年度のStony Brookでの講義に置く","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;preface","SRC_HAMNETT_1994_JUAREZ","PREFACE","PREFACE","printed page xiv","xiv","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","primary_testimony","probable","Hamnettは、本書の主題が1968-69年度にState University of New York at Stony Brookで行ったModern Mexican HistoryのReading Seminarに由来すると述べている。","Hamnettは、本書の主題が1968-69年度にState University of New York at Stony Brookで行ったModern Mexican HistoryのReading Seminarに由来すると述べている。","Source note: PREFACE末尾で著者自身の研究経緯として述べられる。 Japanese note: 物語内史実ではなく、Hamnett本のSource provenanceとして扱う。","Cautions: 物語内史実ではなく著者自身の研究経緯。 Verification needed: no","直接の場面素材ではなく、Juárez研究史・二次文献の成立背景を把握する材料。","Brian R. Hamnett","","United States","State University of New York at Stony Brook","source provenance;research history","","","fact","Juárez","Brian R. Hamnett","Hamnettは、本書の主題が1968-69年度にState University of New York at Stony Brookで行ったModern Mexican HistoryのReading Seminarに由来すると述べている。","PREFACE末尾で著者自身の研究経緯として述べられる。","物語内史実ではなく、Hamnett本のSource provenanceとして扱う。","物語内史実ではなく著者自身の研究経緯。","no"
"FACT_HAMNETT_JUAREZ_0024","Chapter 1はJuárezの世界を19世紀Mexicoの政治社会史の中に置く","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1 Nineteenth-Century Mexico: The World of Juárez","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","HamnettはChapter 1を、Juárezを理解するための19世紀Mexicoの政治的・社会的文脈の提示として開始している。","HamnettはChapter 1を、Juárezを理解するための19世紀Mexicoの政治的・社会的文脈の提示として開始している。","Source note: Chapter 1冒頭の章題と導入叙述。 Japanese note: Juárez個人の伝記に入る前に、彼を形成した19世紀Mexicoの世界を提示する構成。","Cautions: 章全体の詳細展開は後続ページで確認する。 Verification needed: no","Juárez登場前に政治社会構造を描く基礎設定として使える。","Benito Juárez","","Mexico","","nineteenth-century Mexico;political and social history","","","fact","Juárez","Brian R. Hamnett","HamnettはChapter 1を、Juárezを理解するための19世紀Mexicoの政治的・社会的文脈の提示として開始している。","Chapter 1冒頭の章題と導入叙述。","Juárez個人の伝記に入る前に、彼を形成した19世紀Mexicoの世界を提示する構成。","章全体の詳細展開は後続ページで確認する。","no"
"FACT_HAMNETT_JUAREZ_0025","Hamnettは19世紀Mexicoの問題群を欧州・Latin Americaとの比較史的文脈で扱う","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","Hamnettは、19世紀Mexicoの政治・社会問題には欧州との類似性があり、Latin AmericaやEuropeに共通する同時代的論点として理解できると位置付けている。","Hamnettは、19世紀Mexicoの政治・社会問題には欧州との類似性があり、Latin AmericaやEuropeに共通する同時代的論点として理解できると位置付けている。","Source note: Chapter 1冒頭の比較史的導入。 Japanese note: Mexicoを例外化せず、Europe・Latin Americaの同時代的問題群と照合する視角。","Cautions: 比較史的類似性はMexico固有性の否定ではない。 Verification needed: no","French InterventionをMexico内部だけでなく、大西洋世界的な政治課題の一部として描く材料。","","","Mexico;Europe;Latin America","","comparative political history;nineteenth-century Mexico","","","fact","Juárez","Brian R. Hamnett","Hamnettは、19世紀Mexicoの政治・社会問題には欧州との類似性があり、Latin AmericaやEuropeに共通する同時代的論点として理解できると位置付けている。","Chapter 1冒頭の比較史的導入。","Mexicoを例外化せず、Europe・Latin Americaの同時代的問題群と照合する視角。","比較史的類似性はMexico固有性の否定ではない。","no"
"FACT_HAMNETT_JUAREZ_0026","HamnettはMexicoを同時代の主流潮流から孤立したものとは見ない","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","Hamnettは、19世紀Mexicoを欧州・Latin Americaの主流政治社会潮流から切り離された孤立例として扱う理由はないと述べている。","Hamnettは、19世紀Mexicoを欧州・Latin Americaの主流政治社会潮流から切り離された孤立例として扱う理由はないと述べている。","Source note: Chapter 1冒頭の比較史的導入。 Japanese note: Mexico非孤立論として、French InterventionやSecond Mexican Empireを広い同時代史に置く視点。","Cautions: 「孤立していない」と「欧州と同じ」は同義ではない。 Verification needed: no","Mexicoだけの奇妙な帝政事件ではなく、Europe・Latin America・United Statesを横断する政治史として描ける。","","","Mexico;Europe;Latin America","","comparative history;Mexican specificity","","","fact","Juárez","Brian R. Hamnett","Hamnettは、19世紀Mexicoを欧州・Latin Americaの主流政治社会潮流から切り離された孤立例として扱う理由はないと述べている。","Chapter 1冒頭の比較史的導入。","Mexico非孤立論として、French InterventionやSecond Mexican Empireを広い同時代史に置く視点。","「孤立していない」と「欧州と同じ」は同義ではない。","no"
"FACT_HAMNETT_JUAREZ_0027","Hamnettは19世紀Mexicoの主要論点として正統性・憲法政府・教会国家関係などを提示する","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","Hamnettは、政治的正統性、憲法政府、中央と地方の関係、教会と国家の関係、自由主義、社会組織、土地所有、政治経済を19世紀Mexico理解の主要論点として提示している。","Hamnettは、政治的正統性、憲法政府、中央と地方の関係、教会と国家の関係、自由主義、社会組織、土地所有、政治経済を19世紀Mexico理解の主要論点として提示している。","Source note: Chapter 1冒頭で提示される分析論点。 Japanese note: Second Mexican Empireを国内政治社会構造の長期的緊張に置くための論点群。","Cautions: 列挙論点の具体的展開は後続本文で確認する。 Verification needed: no","Church-state relationsやlandownershipを村落、教会、地主、地方エリート、兵士、官僚の生活に落とし込める。","","","Mexico","Catholic Church","political legitimacy;constitutional government;centre-region relations;Church-state relations;Liberalism;landownership;political economy","","","fact","Juárez","Brian R. Hamnett","Hamnettは、政治的正統性、憲法政府、中央と地方の関係、教会と国家の関係、自由主義、社会組織、土地所有、政治経済を19世紀Mexico理解の主要論点として提示している。","Chapter 1冒頭で提示される分析論点。","Second Mexican Empireを国内政治社会構造の長期的緊張に置くための論点群。","列挙論点の具体的展開は後続本文で確認する。","no"
"FACT_HAMNETT_JUAREZ_0028","HamnettはMexico固有の複雑性を先住民文明・文化的豊かさ・民族的多様性に結び付ける","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","Hamnettは、Mexicoの固有性と解釈上の難しさを、Aztec Empire以前から続く先住民文明、文化的豊かさ、民族的多様性に結び付けて説明している。","Hamnettは、Mexicoの固有性と解釈上の難しさを、Aztec Empire以前から続く先住民文明、文化的豊かさ、民族的多様性に結び付けて説明している。","Source note: Chapter 1冒頭でMexicoの固有性と解釈上の複雑さを説明する箇所。 Japanese note: Mexicoを欧州型政治問題と接続しつつ、先住民文明・文化的多様性の厚みを失わないためのカード。","Cautions: 先住民社会を一枚岩にしないこと。 Verification needed: no","Mexico社会を単純な欧州移植モデルではなく、長い先住民文明と植民地支配を経た複合社会として描く材料。","","Spanish Conquest / Conquest of Mexico","Mexico","Aztec Empire","indigenous civilizations;ethnic diversity;Mexican specificity","","","fact","Juárez","Brian R. Hamnett","Hamnettは、Mexicoの固有性と解釈上の難しさを、Aztec Empire以前から続く先住民文明、文化的豊かさ、民族的多様性に結び付けて説明している。","Chapter 1冒頭でMexicoの固有性と解釈上の複雑さを説明する箇所。","Mexicoを欧州型政治問題と接続しつつ、先住民文明・文化的多様性の厚みを失わないためのカード。","先住民社会を一枚岩にしないこと。","no"
"FACT_HAMNETT_JUAREZ_0029","HamnettはBenito JuárezをMexico社会の複雑性により形成された人物として提示する","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Chapter 1","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","author_interpretation","probable","Hamnettは、Benito JuárezがMexicoの複雑な社会によって形成され、その複雑性を反映した人物であると位置付けている。","Hamnettは、Benito JuárezがMexicoの複雑な社会によって形成され、その複雑性を反映した人物であると位置付けている。","Source note: Chapter 1冒頭でJuárezとMexico社会の複雑性を接続する箇所。 Japanese note: Juárezを個人英雄としてだけでなく、社会構造の反映として扱う視点。","Cautions: 具体的なOaxaca/Zapotec文脈は後続確認。 Verification needed: no","Juárezを先住民文明、植民地社会、自由主義改革、中央集権化、地域社会の緊張を背負った人物として設定できる。","Benito Juárez","","Mexico","","Juárez formation;Mexican complexity;indigenous background","","","fact","Juárez","Brian R. Hamnett","Hamnettは、Benito JuárezがMexicoの複雑な社会によって形成され、その複雑性を反映した人物であると位置付けている。","Chapter 1冒頭でJuárezとMexico社会の複雑性を接続する箇所。","Juárezを個人英雄としてだけでなく、社会構造の反映として扱う視点。","具体的なOaxaca/Zapotec文脈は後続確認。","no"
"FACT_HAMNETT_JUAREZ_0030","19世紀半ばのMexico人口は約900万人とされる","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;demography","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","historical_fact","probable","Hamnettは、19世紀半ばまでにMexicoの総人口が約900万人に達していたと述べている。","Hamnettは、19世紀半ばまでにMexicoの総人口が約900万人に達していたと述べている。","Source note: The Geo-Politics of Mexico冒頭の人口叙述。 Japanese note: Mexicoの地政学・国家統合・人口規模を考える基礎値。","Cautions: 人口統計の典拠は注・参考文献で要確認。 Verification needed: yes","人口規模を背景に、統治困難や地域統合問題を描く補助材料。","","","Mexico","","demography;geo-politics of Mexico","","","fact","Juárez","Brian R. Hamnett","Hamnettは、19世紀半ばまでにMexicoの総人口が約900万人に達していたと述べている。","The Geo-Politics of Mexico冒頭の人口叙述。","Mexicoの地政学・国家統合・人口規模を考える基礎値。","人口統計の典拠は注・参考文献で要確認。","yes"
"FACT_HAMNETT_JUAREZ_0031","1810年代のWars of Independence期のMexico人口は約600万人とされる","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;demography","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","historical_fact","probable","Hamnettは、1810年代のWars of Independence期にMexico人口が約600万人であったと述べている。","Hamnettは、1810年代のWars of Independence期にMexico人口が約600万人であったと述べている。","Source note: The Geo-Politics of Mexico冒頭の人口叙述。 Japanese note: 独立戦争期の人口規模を、19世紀半ばの人口増加と比較するための基礎値。","Cautions: 統計値の原典確認が必要。 Verification needed: yes","Juárez時代以前の国家形成・人口規模・地域統合問題の背景に使える。","","Wars of Independence","Mexico","","demography;Mexican independence","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1810年代のWars of Independence期にMexico人口が約600万人であったと述べている。","The Geo-Politics of Mexico冒頭の人口叙述。","独立戦争期の人口規模を、19世紀半ばの人口増加と比較するための基礎値。","統計値の原典確認が必要。","yes"
"FACT_HAMNETT_JUAREZ_0032","Hamnettは1810年代のMexico人口を同時期のUnited States人口と比較する","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;demography","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 1","1","/page/n15/mode/2up; screen 15/323","","スクリーンショット 2026-06-13 17.22.35.jpeg","historical_fact","probable","Hamnettは、1810年代のMexico人口約600万人を、同時期のUnited States人口約680万人と比較している。","Hamnettは、1810年代のMexico人口約600万人を、同時期のUnited States人口約680万人と比較している。","Source note: The Geo-Politics of Mexico冒頭の人口比較。 Japanese note: MexicoとUnited Statesの人口規模比較を、単純な国力差説明にしないための補助値。","Cautions: 統計比較は後続文脈と典拠確認が必要。 Verification needed: yes","United Statesとの力関係を人口差だけで説明しないための背景材料。","","Wars of Independence","Mexico;United States","","demography;comparative history;geo-politics","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1810年代のMexico人口約600万人を、同時期のUnited States人口約680万人と比較している。","The Geo-Politics of Mexico冒頭の人口比較。","MexicoとUnited Statesの人口規模比較を、単純な国力差説明にしないための補助値。","統計比較は後続文脈と典拠確認が必要。","yes"
