"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","source_title","author","source_note","japanese_note","cautions","verification_needed","related_capture"
"FACT_HAMNETT_JUAREZ_0093","1880年代以前にもメキシコには経済的連関が存在した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;economic-unity","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、1880年代以降の近代的連結以前にも、メキシコには商業インフラと経済的連関が存在していたとする。","Hamnettは、1880年代以降の近代的連結以前にも、メキシコには商業インフラと経済的連関が存在していたとする。","Source note: 1880年代以降以前にもtrade infrastructureが存在したという説明。 Japanese note: 鉄道以前のメキシコを完全な分断社会として扱わないための補正材料。","Cautions: 前ページ末尾からの続きのため、connectionsの具体対象は前後文照合が必要。 Verification needed: yes","近代交通以前にも商人・鉱山・都市が結びついていた世界として描ける。","","","Mexico","","economic unity;national cohesion;colonial legacy","","","Juárez","Brian R. Hamnett","1880年代以降以前にもtrade infrastructureが存在したという説明。","鉄道以前のメキシコを完全な分断社会として扱わないための補正材料。","前ページ末尾からの続きのため、connectionsの具体対象は前後文照合が必要。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0094","商人金融家は植民地期メキシコの経済資源を結びつけた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;merchant-financiers","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、Mexico Cityと地方首都を起点とするmerchant-financiers、輸出入業者、国内投資家が、New Spainの主要経済資源を一体化したと整理する。","Hamnettは、Mexico Cityと地方首都を起点とするmerchant-financiers、輸出入業者、国内投資家が、New Spainの主要経済資源を一体化したと整理する。","Source note: Mexico Cityから外へ広がる商人金融家の利害が主要連関を形成したという叙述。 Japanese note: 経済統合は国家官僚制だけでなく、商業資本によっても支えられた。","Cautions: merchant-financiersの具体名はこのページでは挙げられていない。 Verification needed: yes","Mexico Cityの金融・商業ネットワークを政治背景として使える。","","","Mexico City;provincial capitals;New Spain","","economic unity;merchant-financiers;colonial economy","","","Juárez","Brian R. Hamnett","Mexico Cityから外へ広がる商人金融家の利害が主要連関を形成したという叙述。","経済統合は国家官僚制だけでなく、商業資本によっても支えられた。","merchant-financiersの具体名はこのページでは挙げられていない。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0095","農業は基盤、銀鉱業は動力だった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;silver-mining;agriculture","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、農業がメキシコ経済の基盤であり続けた一方、銀鉱業が経済活動のリズムを決める動力だったと説明する。","Hamnettは、農業がメキシコ経済の基盤であり続けた一方、銀鉱業が経済活動のリズムを決める動力だったと説明する。","Source note: agricultureとsilver-miningの役割分担。 Japanese note: メキシコ経済を農業社会と鉱業経済の複合として整理する材料。","Cautions: 20世紀半ばまで農業が基盤という長期評価は別資料確認が望ましい。 Verification needed: yes","銀鉱山、商業資本、農村基盤の緊張を場面化できる。","","","Mexico","","mining economy;agriculture;economic unity","","","Juárez","Brian R. Hamnett","agricultureとsilver-miningの役割分担。","メキシコ経済を農業社会と鉱業経済の複合として整理する材料。","20世紀半ばまで農業が基盤という長期評価は別資料確認が望ましい。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0096","New Spainの行政構造は多様な地域を機能的全体に結びつけた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;administrative-structure","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、New Spainの行政構造が不完全ながらも、異質な地域を一つの機能的全体に結びつけていたとする。","Hamnettは、New Spainの行政構造が不完全ながらも、異質な地域を一つの機能的全体に結びつけていたとする。","Source note: colonial Mexicoのadministrative structuresに関する叙述。 Japanese note: 独立後メキシコの凝集性を植民地期制度から説明する視点。","Cautions: 制度の実効性には地域差があるため、過度に均質化しない。 Verification needed: yes","副王領時代の統治機構が共和国期にも影を落とす構図に使える。","","Spanish colonial era","New Spain;Mexico City;Guadalajara","Viceroyalty of New Spain","administrative structure;colonial legacy;national cohesion","","","Juárez","Brian R. Hamnett","colonial Mexicoのadministrative structuresに関する叙述。","独立後メキシコの凝集性を植民地期制度から説明する視点。","制度の実効性には地域差があるため、過度に均質化しない。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0097","Mexico CityとGuadalajaraのaudienciasが行政・司法の焦点だった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;audiencias","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","historical_fact","probable","Hamnettは、植民地期メキシコの権力の焦点が副王とMexico City・Guadalajaraのaudienciasにあったと説明する。","Hamnettは、植民地期メキシコの権力の焦点が副王とMexico City・Guadalajaraのaudienciasにあったと説明する。","Source note: audienciasは最高行政・司法機関として説明される。 Japanese note: Mexico City一極だけでなくGuadalajaraも統治構造上重要。","Cautions: audienciasの管轄・制度史は別途確認が必要。 Verification needed: yes","地域権力と中央権力の制度的背景を描ける。","","Spanish colonial era","Mexico City;Guadalajara;New Spain","audiencias;Viceroyalty of New Spain","administrative structure;colonial legacy","","","Juárez","Brian R. Hamnett","audienciasは最高行政・司法機関として説明される。","Mexico City一極だけでなくGuadalajaraも統治構造上重要。","audienciasの管轄・制度史は別途確認が必要。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0098","Bourbon reforms後まで経済的連関と政治的連関は補完的だった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;bourbon-reforms;political-economy","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、商人団体と半島権力の結合により、Bourbon reforms後の時期まで経済的連関と政治的連関が補完的に作用したとする。","Hamnettは、商人団体と半島権力の結合により、Bourbon reforms後の時期まで経済的連関と政治的連関が補完的に作用したとする。","Source note: mercantile guildとpeninsular powerの密接な関係。 Japanese note: 経済権力と政治権力が別々でなく、相互補完していたという整理。","Cautions: Bourbon reforms後にどのように変化したかは後続・別資料確認が必要。 Verification needed: yes","商人・官僚・半島系権力の結合を背景設定に使える。","","Bourbon reforms","New Spain;Mexico City","mercantile guild;peninsular power","political economy;colonial legacy;economic unity","","","Juárez","Brian R. Hamnett","mercantile guildとpeninsular powerの密接な関係。","経済権力と政治権力が別々でなく、相互補完していたという整理。","Bourbon reforms後にどのように変化したかは後続・別資料確認が必要。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0099","Mexico City中心の教会構造は統合要因だった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;church-structure","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、New Spainの独自の教会構造、とくにMexico City中心の大司教座・司教区網を、メキシコの統合要因として挙げる。","Hamnettは、New Spainの独自の教会構造、とくにMexico City中心の大司教座・司教区網を、メキシコの統合要因として挙げる。","Source note: Mexico City大司教座と司教区網への言及。 Japanese note: 教会は対立対象だけでなく、空間統合の制度でもあった。","Cautions: Liberal Party対Catholic Churchの単純対立図式に落とさない。 Verification needed: yes","Liberal Reform以前の教会が社会的結合を担っていた背景に使える。","","Spanish colonial era","Mexico City;New Spain","Catholic Church;archdiocese of Mexico City;dioceses","Church-state relations;colonial legacy;national cohesion","","","Juárez","Brian R. Hamnett","Mexico City大司教座と司教区網への言及。","教会は対立対象だけでなく、空間統合の制度でもあった。","Liberal Party対Catholic Churchの単純対立図式に落とさない。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0100","植民地期の統合要因は独立後メキシコの分解を防いだ","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;national-cohesion","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 8","8","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、経済・行政・教会の統合要因が、独立後メキシコが構成地域へ分解しなかった理由の一部だったと見る。","Hamnettは、経済・行政・教会の統合要因が、独立後メキシコが構成地域へ分解しなかった理由の一部だったと見る。","Source note: Guatemala / Central American Federationとの比較。 Japanese note: メキシコの存続は当然ではなく、比較史的に説明されるべきもの。","Cautions: Guatemala比較の詳細は別途確認が必要。 Verification needed: yes","独立後の国家分解リスクを背景に、メキシコ国家の脆さと強さを描ける。","","Independence;Central American Federation disintegration","Mexico;Guatemala;Central American Federation","Viceroyalty of New Spain;First Federal Republic","national cohesion;colonial legacy;regionalism","","","Juárez","Brian R. Hamnett","Guatemala / Central American Federationとの比較。","メキシコの存続は当然ではなく、比較史的に説明されるべきもの。","Guatemala比較の詳細は別途確認が必要。","yes","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0101","United Statesの台頭はメキシコの凝集性を促す外圧となった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;us-mexico-relations","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 9","9","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、1830年代以降のUnited Statesの台頭が、メキシコを政治的実体として凝集させる追加要因になったとする。","Hamnettは、1830年代以降のUnited Statesの台頭が、メキシコを政治的実体として凝集させる追加要因になったとする。","Source note: northからのconstant pressuresへの対応。 Japanese note: 外圧は国家を弱めるだけでなく、一定の凝集を促す面もあった。","Cautions: US圧力が常に統合を成功させたわけではない。 Verification needed: no","USを共和派の単純な後援者ではなく、長期的圧力源として描ける。","","rise of the United States","United States;Mexico","Mexican Republic","US-Mexico relations;national cohesion;external pressure","","","Juárez","Brian R. Hamnett","northからのconstant pressuresへの対応。","外圧は国家を弱めるだけでなく、一定の凝集を促す面もあった。","US圧力が常に統合を成功させたわけではない。","no","CAP_HAMNETT_JUAREZ_0007"
"FACT_HAMNETT_JUAREZ_0102","Texas喪失以降、US-Mexico関係はメキシコ内政にも影響した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;texas;us-mexico-relations","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 9","9","/page/8/mode/2up, Page 8 (23/323)","","スクリーンショット 2026-06-13 17.22.50.jpeg","author_interpretation","probable","Hamnettは、1836年のTexas喪失以降、United Statesとの関係がメキシコの外交だけでなく内政にも決定的影響を及ぼしたと説明する。","Hamnettは、1836年のTexas喪失以降、United Statesとの関係がメキシコの外交だけでなく内政にも決定的影響を及ぼしたと説明する。","Source note: USAとの関係がexternal relationsだけでなくdomestic politicsにも及んだという叙述。 Japanese note: Texas問題は外交問題であると同時に国内政治問題だった。","Cautions: Texas喪失、米国併合、Mexican-American Warは時系列を区別する。 Verification needed: yes","1860年代の政治家がTexas喪失の記憶を抱える描写に使える。","","loss of Texas","Texas;United States;Mexico","Mexican Republic","US-Mexico relations;domestic politics;external pressure","","","Juárez","Brian R. Hamnett","USAとの関係がexternal relationsだけでなくdomestic politicsにも及んだという叙述。","Texas問題は外交問題であると同時に国内政治問題だった。","Texas喪失、米国併合、Mexican-American Warは時系列を区別する。","yes","CAP_HAMNETT_JUAREZ_0007"
