"id","title","status","created","updated","tags","source_id","chapter","page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_MEXEMP_2586","ShawcrossはPorfiriato期のU.S. capitalが反米主義の担い手を変化させたと整理する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","author_interpretation","probable","Shawcrossは、WashingtonとWall StreetによるMexico経済への影響が、反米主義を1850〜60年代のカトリック保守派中心のものから、Díaz失脚前の自由主義者・急進左派のものへ変化させたと述べる。","Shawcrossは、WashingtonとWall StreetによるMexico経済への影響が、反米主義を1850〜60年代のカトリック保守派中心のものから、Díaz失脚前の自由主義者・急進左派のものへ変化させたと述べる。","Source note: Washington and Wall Street. Japanese note: 反米主義の担い手変化を説明するShawcrossの歴史解釈。","Cautions: 著者解釈であり、個別政治勢力の思想史は別途確認が必要。 Verification needed: yes.","帝政派が恐れた米国支配が、後に経済支配として現れる構図に使える。","Porfirio Díaz","Porfiriato; Mexican Revolution","Mexico; United States","Wall Street; United States","U.S. capital; anti-Americanism; neocolonial exploitation","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、WashingtonとWall StreetによるMexico経済への影響が、反米主義を1850〜60年代のカトリック保守派中心のものから、Díaz失脚前の自由主義者・急進左派のものへ変化させたと述べる。","Washington and Wall Street","反米主義の担い手変化を説明するShawcrossの歴史解釈。","著者解釈であり、個別政治勢力の思想史は別途確認が必要。","yes"
"FACT_MEXEMP_2587","Díazの1910年再出馬表明はMexican Revolutionを誘発したとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","historical_fact","probable","Shawcrossは、Porfirio Díazが1910年に80歳で大統領再出馬を表明したことがMexican Revolutionを引き起こしたと整理している。","Shawcrossは、Porfirio Díazが1910年に80歳で大統領再出馬を表明したことがMexican Revolutionを引き起こしたと整理している。","Source note: announced in 1910. Japanese note: Díaz再出馬とMexican Revolutionの接続。","Cautions: 革命の原因は複合的であり、再出馬のみを単独原因としない。 Verification needed: yes.","長期独裁の終幕と帝政後のMexico史を接続する節目。","Porfirio Díaz","Mexican Revolution; Porfiriato","Mexico","","authoritarian rule; political succession","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Porfirio Díazが1910年に80歳で大統領再出馬を表明したことがMexican Revolutionを引き起こしたと整理している。","announced in 1910","Díaz再出馬とMexican Revolutionの接続。","革命の原因は複合的であり、再出馬のみを単独原因としない。","yes"
"FACT_MEXEMP_2588","Díazは亡命後1915年にParisで死去した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","historical_fact","probable","Shawcrossは、Díazが1910年再出馬表明の翌年に亡命を余儀なくされ、1915年にParisで死去したと述べる。","Shawcrossは、Díazが1910年再出馬表明の翌年に亡命を余儀なくされ、1915年にParisで死去したと述べる。","Source note: died in Paris. Japanese note: Díazの失脚後の後日談。","Cautions: 亡命の具体日・経路は別途確認。 Verification needed: yes.","Maximilian後のMexicoで成立したDíaz体制も、最後は亡命で終わる反復構造として使える。","Porfirio Díaz","Mexican Revolution","Paris; Mexico","","exile; authoritarian aftermath","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Díazが1910年再出馬表明の翌年に亡命を余儀なくされ、1915年にParisで死去したと述べる。","died in Paris","Díazの失脚後の後日談。","亡命の具体日・経路は別途確認。","yes"
"FACT_MEXEMP_2589","ShawcrossはMexicoの対米関係を他のLatin America諸国より相対的に幸運だったとする","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","author_interpretation","probable","Shawcrossは、Veracruz占領やPancho Villa追跡を認めつつ、Mexicoはその後のUnited Statesとの関係において、他の多くのLatin America諸国より軍事介入面では相対的に幸運だったと論じる。","Shawcrossは、Veracruz占領やPancho Villa追跡を認めつつ、Mexicoはその後のUnited Statesとの関係において、他の多くのLatin America諸国より軍事介入面では相対的に幸運だったと論じる。","Source note: more fortunate. Japanese note: Mexicoと他のLatin America諸国を比較する著者評価。","Cautions: 経済支配・外交圧力・軍事介入を分けて評価する必要がある。 Verification needed: yes.","Mexicoが外国干渉を受けながらも、後の米国直接介入では他地域と異なる軌道を取った点を背景化できる。","Pancho Villa","U.S. occupation of Veracruz; Pancho Villa Expedition","Mexico; United States; Veracruz; Chihuahua; Latin America","U.S. Army","U.S. intervention; Mexico-U.S. relations","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Veracruz占領やPancho Villa追跡を認めつつ、Mexicoはその後のUnited Statesとの関係において、他の多くのLatin America諸国より軍事介入面では相対的に幸運だったと論じる。","more fortunate","Mexicoと他のLatin America諸国を比較する著者評価。","経済支配・外交圧力・軍事介入を分けて評価する必要がある。","yes"
"FACT_MEXEMP_2590","United Statesは1898年以降帝国的軍事介入を拡大したとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","historical_fact","probable","Shawcrossは、United Statesが1898年にCuba, Puerto Rico, Philippinesへ侵攻して帝国的権力としての地位を確認し、その後1898年から1933年にかけてLatin Americaで多数の軍事介入を行ったと述べる。","Shawcrossは、United Statesが1898年にCuba, Puerto Rico, Philippinesへ侵攻して帝国的権力としての地位を確認し、その後1898年から1933年にかけてLatin Americaで多数の軍事介入を行ったと述べる。","Source note: 1898; 1898 and 1933. Japanese note: 米国の帝国的拡大への接続。","Cautions: 1898年の各地域への介入の法的・軍事的性格は個別確認が必要。 Verification needed: yes.","French interventionの失敗後に、別種の米国帝国主義が台頭する歴史的皮肉として使える。","","Spanish-American War; U.S. interventions in Latin America","United States; Cuba; Puerto Rico; Philippines; Latin America","United States","U.S. imperialism; military intervention","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、United Statesが1898年にCuba, Puerto Rico, Philippinesへ侵攻して帝国的権力としての地位を確認し、その後1898年から1933年にかけてLatin Americaで多数の軍事介入を行ったと述べる。","1898; 1898 and 1933","米国の帝国的拡大への接続。","1898年の各地域への介入の法的・軍事的性格は個別確認が必要。","yes"
"FACT_MEXEMP_2591","ShawcrossはMexico interventionの失敗を後のregime changeの失敗と比較する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","author_interpretation","probable","Shawcrossは、MaximilianとFrench armyが直面した問題が、後のVietnam, Afghanistan, IraqにおけるUnited Statesの指揮官にもなじみ深いものになったと比較している。","Shawcrossは、MaximilianとFrench armyが直面した問題が、後のVietnam, Afghanistan, IraqにおけるUnited Statesの指揮官にもなじみ深いものになったと比較している。","Source note: regime change. Japanese note: 19世紀Mexico interventionを20世紀・21世紀の介入政策と比較する著者総括。","Cautions: 比較史的解釈であり、各戦争の原因・文脈を同一視しない。 Verification needed: no.","小説の終章で、Maximilianの失敗を後世の帝国的介入の原型として響かせられる。","Maximilian","French intervention in Mexico; Vietnam War; Afghanistan War; Iraq War","Mexico; United States; Vietnam; Afghanistan; Iraq","French army; U.S. Army","regime change; failed intervention; popular legitimacy","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、MaximilianとFrench armyが直面した問題が、後のVietnam, Afghanistan, IraqにおけるUnited Statesの指揮官にもなじみ深いものになったと比較している。","regime change","19世紀Mexico interventionを20世紀・21世紀の介入政策と比較する著者総括。","比較史的解釈であり、各戦争の原因・文脈を同一視しない。","no"
"FACT_MEXEMP_2592","Carlotaは民衆の支持なしに武力だけで大義は支えられないと書いた","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","primary_testimony","probable","ShawcrossはCarlotaの言葉として、民衆の愛や支持がなければ、武力だけでは失われた大義を支えられないという趣旨の記述を引く。","ShawcrossはCarlotaの言葉として、民衆の愛や支持がなければ、武力だけでは失われた大義を支えられないという趣旨の記述を引く。","Source note: bayonets alone. Japanese note: Carlotaの書簡または記述に由来する可能性が高い。","Cautions: 原典未確認。文脈と正確な宛先・日付を確認する必要がある。 Verification needed: yes.","帝政の根本的な失敗を、Carlota自身の言葉として象徴化できる。","Carlota","French intervention in Mexico","Mexico","Mexican Empire","popular legitimacy; military occupation; failed empire","","","fact","The Last Emperor of Mexico: A Disaster in the New World","ShawcrossはCarlotaの言葉として、民衆の愛や支持がなければ、武力だけでは失われた大義を支えられないという趣旨の記述を引く。","bayonets alone","Carlotaの書簡または記述に由来する可能性が高い。","原典未確認。文脈と正確な宛先・日付を確認する必要がある。","yes"
"FACT_MEXEMP_2593","Carlotaの葬列は雪のBelgiumで描かれる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","author_interpretation","probable","Shawcrossは、Carlotaの葬列を、雪の降るBelgiumのMeysse村で、村人たちが城へ続く道沿いに並ぶ場面として描写している。","Shawcrossは、Carlotaの葬列を、雪の降るBelgiumのMeysse村で、村人たちが城へ続く道沿いに並ぶ場面として描写している。","Source note: very cold. Japanese note: 葬儀場面の文学的描写。","Cautions: 場面描写は著者の再構成を含む可能性がある。Meysse表記は要確認。 Verification needed: yes.","雪と葬列を用いた終章の視覚的構成に利用できる。","Carlota","Carlota funeral","Meysse; Belgium; Bouchout Castle","Belgian royalty","imperial memory; death scene; epilogue","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Carlotaの葬列を、雪の降るBelgiumのMeysse村で、村人たちが城へ続く道沿いに並ぶ場面として描写している。","very cold","葬儀場面の文学的描写。","場面描写は著者の再構成を含む可能性がある。Meysse表記は要確認。","yes"
"FACT_MEXEMP_2594","Carlotaの棺銘は出生と死去およびMaximilianの寡婦であることを示した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","historical_fact","probable","Carlotaの棺には、Belgium王女として1840年6月7日にLaekenで生まれ、1927年1月19日にBouchout Castleで死去し、Mexico皇帝Maximilian大公の寡婦であったことが記されていたとされる。","Carlotaの棺には、Belgium王女として1840年6月7日にLaekenで生まれ、1927年1月19日にBouchout Castleで死去し、Mexico皇帝Maximilian大公の寡婦であったことが記されていたとされる。","Source note: born Laeken; died Bouchout. Japanese note: 棺銘に基づく情報として整理。","Cautions: 棺銘の正確な文言と葬儀記録は別途確認。 Verification needed: yes.","Carlotaの人生を一文に圧縮する象徴的素材。","Carlota; Maximilian","Carlota funeral","Laeken; Bouchout Castle; Mexico; Belgium","Belgian royalty; Mexican Empire","dynastic memory; imperial titles","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Carlotaの棺には、Belgium王女として1840年6月7日にLaekenで生まれ、1927年1月19日にBouchout Castleで死去し、Mexico皇帝Maximilian大公の寡婦であったことが記されていたとされる。","born Laeken; died Bouchout","棺銘に基づく情報として整理。","棺銘の正確な文言と葬儀記録は別途確認。","yes"
"FACT_MEXEMP_2595","Carlotaは1866年10月にRomeを去った後Miramarへ戻された","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 319/400","No.4513/7062","スクリーンショット 2026-05-31 13.12.01.png","historical_fact","probable","Shawcrossは、Carlotaが1866年10月にRomeを去った後Miramarへ戻り、医師たちの判断で城内敷地の小さな庭園内建物に隔離されたと述べる。","Shawcrossは、Carlotaが1866年10月にRomeを去った後Miramarへ戻り、医師たちの判断で城内敷地の小さな庭園内建物に隔離されたと述べる。","Source note: October 1866; Miramar. Japanese note: Rome後のCarlotaの処遇。","Cautions: 医学的診断としてではなく、当時の処遇として整理。 Verification needed: yes.","Romeでの破綻後、欧州側で隔離される場面に使える。","Carlota","Carlota after Rome","Rome; Miramar","","isolation; mental health narrative; dynastic crisis","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Carlotaが1866年10月にRomeを去った後Miramarへ戻り、医師たちの判断で城内敷地の小さな庭園内建物に隔離されたと述べる。","October 1866; Miramar","Rome後のCarlotaの処遇。","医学的診断としてではなく、当時の処遇として整理。","yes"
