"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","source_title","author","source_note","japanese_note","cautions","verification_needed","related_capture"
"FACT_HAMNETT_JUAREZ_0112","Hamnettは19世紀メキシコ政治史を分裂・紛争・個人権力だけで説明しない","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;mexican-constitutionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Hamnettは、19世紀メキシコ政治史が分裂・紛争・個人権力に注目されてきたことを認めつつ、Juárez理解にはconstitutional government確立の文脈が不可欠だとする。","Hamnettは、19世紀メキシコ政治史が分裂・紛争・個人権力に注目されてきたことを認めつつ、Juárez理解にはconstitutional government確立の文脈が不可欠だとする。","Source note: Hamnettの導入的整理。 Japanese note: Juárez理解を分裂史だけに還元しないための視角。","Cautions: 著者解釈として扱い、対立・暴力の実態は別カードで補う。 Verification needed: no","Juárezを制度形成の文脈に置ける。","Benito Juárez","","Mexico","","Mexican Constitutionalism;Constitutional Government;State Formation;Political Historiography","","","Juárez","Brian R. Hamnett","Hamnettの導入的整理。","Juárez理解を分裂史だけに還元しないための視角。","著者解釈として扱い、対立・暴力の実態は別カードで補う。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0113","Juárezの政治経歴はconstitutional government確立の試みとして位置づけられる","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;constitutional-government","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Hamnettは、Juárezの政治経歴をconstitutional government、civil powerの優位、rule of lawを確立しようとする試みとして位置づける。","Hamnettは、Juárezの政治経歴をconstitutional government、civil powerの優位、rule of lawを確立しようとする試みとして位置づける。","Source note: Juárezの政治的課題を制度原理としてまとめる箇所。 Japanese note: 対仏抵抗以前からの政治的基盤として重要。","Cautions: Juárezの実際の統治手法と理念を区別する。 Verification needed: no","Juárezを法とcivil powerを武器にする政治家として描ける。","Benito Juárez","","Mexico","Juárez government","Mexican Constitutionalism;Constitutional Government;Supremacy of Civil Power;Rule of Law;Juárez Leadership","","","Juárez","Brian R. Hamnett","Juárezの政治的課題を制度原理としてまとめる箇所。","対仏抵抗以前からの政治的基盤として重要。","Juárezの実際の統治手法と理念を区別する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0114","Mexicoのconstitutional government問題はIbero-American post-imperial readjustmentの一部だった","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;post-imperial-readjustment","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Hamnettは、colonial absolutismからconstitutional governmentへの移行を、Mexicoのpost-imperial readjustmentであり、Ibero-American territories全般に共通する問題と位置づける。","Hamnettは、colonial absolutismからconstitutional governmentへの移行を、Mexicoのpost-imperial readjustmentであり、Ibero-American territories全般に共通する問題と位置づける。","Source note: Mexico固有問題ではなくIbero-American worldの再調整として提示される。 Japanese note: Juárez期の問題を独立後世界の共通課題へ広げる視角。","Cautions: Mexico固有の社会構造は別カードで補う。 Verification needed: no","MexicoとSpanish Americaを比較する地の文に使える。","","Spanish American independence movements","Mexico;Spanish America;Ibero-American territories","","Constitutional Government;Post-Imperial Readjustment;Spanish American Liberalism;Colonial Absolutism","","","Juárez","Brian R. Hamnett","Mexico固有問題ではなくIbero-American worldの再調整として提示される。","Juárez期の問題を独立後世界の共通課題へ広げる視角。","Mexico固有の社会構造は別カードで補う。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0115","独立後国家の課題はcivil powerとlawの優位を再建することだった","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;civil-power;rule-of-law","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Hamnettは、Mexicoを含む独立後Ibero-American statesの中心課題を、独立戦争で失われたcivil powerとlawの優位を再建することと整理する。","Hamnettは、Mexicoを含む独立後Ibero-American statesの中心課題を、独立戦争で失われたcivil powerとlawの優位を再建することと整理する。","Source note: independence wars後の秩序再建問題。 Japanese note: 軍事勝利後の国家形成の難しさを示す。","Cautions: lawの優位が誰にとってどのような負荷を持ったかは別途整理する。 Verification needed: no","内戦後の統治再建や非常時法令の背景に使える。","","Wars of Independence","Mexico;Spanish America","Post-independence states","Supremacy of Civil Power;Rule of Law;State Formation;Post-Imperial Readjustment","","","Juárez","Brian R. Hamnett","independence wars後の秩序再建問題。","軍事勝利後の国家形成の難しさを示す。","lawの優位が誰にとってどのような負荷を持ったかは別途整理する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0116","Spanish Cortes of 1810-14は成文憲法を政治過程の頂点に置こうとした","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;spanish-cortes","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Spanish Cortes of 1810-14は、政治秩序の再編において成文憲法を政治過程の頂点に置く試みを行った。","Spanish Cortes of 1810-14は、政治秩序の再編において成文憲法を政治過程の頂点に置く試みを行った。","Source note: Cortesの制度構想に関する整理。 Japanese note: 成文憲法を政治秩序の中心に置く前史。","Cautions: Cortesの制度史は別資料で確認する。 Verification needed: yes","憲法そのものが政治的武器になる場面の前史として使える。","","Spanish Cortes 1810 1814","Spain;Spanish America","Spanish Cortes","Cadiz Constitutionalism;Constitutional Government;Written Constitution;Representative Government","","","Juárez","Brian R. Hamnett","Cortesの制度構想に関する整理。","成文憲法を政治秩序の中心に置く前史。","Cortesの制度史は別資料で確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0117","Cortesの代表制度構想はcorporate statusではなくpopulationを基礎とした","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;representation","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Spanish Cortes of 1810-14の代表制度構想では、代表の基礎がcorporate statusではなくpopulationに置かれた。","Spanish Cortes of 1810-14の代表制度構想では、代表の基礎がcorporate statusではなくpopulationに置かれた。","Source note: population-based representationへの転換。 Japanese note: 身分団体ではなく人口を代表単位にする点が重要。","Cautions: 実際の選挙・代表配分の運用は別途確認する。 Verification needed: yes","誰が政治共同体を代表するかという会話に使える。","","Spanish Cortes 1810 1814","Spain;Spanish America","Spanish Cortes","Representative Government;Population-Based Representation;Cadiz Constitutionalism;Corporate Status","","","Juárez","Brian R. Hamnett","population-based representationへの転換。","身分団体ではなく人口を代表単位にする点が重要。","実際の選挙・代表配分の運用は別途確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0118","1812年3月憲法はunicameral Cortesを構想した","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;constitution-1812","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Constitution of March 1812は、imperial parliament / Cortesをunicameralな機関として構想した。","Constitution of March 1812は、imperial parliament / Cortesをunicameralな機関として構想した。","Source note: 1812年憲法の議会制度構想。 Japanese note: 上院的機関への不信が制度設計に反映された。","Cautions: Cádiz Constitutionとしての表記統一が必要。 Verification needed: yes","単院制を急進性や反貴族性の象徴として使える。","","Constitution of Cadiz 1812","Spain;Spanish America","Spanish Cortes","Cadiz Constitutionalism;Unicameralism;Constitutional Monarchy;Representative Government","","","Juárez","Brian R. Hamnett","1812年憲法の議会制度構想。","上院的機関への不信が制度設計に反映された。","Cádiz Constitutionとしての表記統一が必要。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0119","bicameralism拒否はCádiz LiberalsへのJacobinism批判を招いた","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;jacobinism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Cortesにおけるbicameralism拒否は、Cádiz LiberalsをJacobinismやFrench Revolution模倣者として批判する保守派の論拠になった。","Cortesにおけるbicameralism拒否は、Cádiz LiberalsをJacobinismやFrench Revolution模倣者として批判する保守派の論拠になった。","Source note: 保守派批判語彙の起点としてのbicameralism問題。 Japanese note: 反自由主義言説の長期的語彙として重要。","Cautions: 批判した主体・文脈は別途確認する。 Verification needed: yes","教会・宮廷・保守派の会話にJacobins批判を使える。","","Constitution of Cadiz 1812;French Revolution","Spain;Spanish America","Spanish Cortes;Cádiz Liberals","Cadiz Constitutionalism;Jacobinism;Anti-Liberal Rhetoric;Bicameralism","","","Juárez","Brian R. Hamnett","保守派批判語彙の起点としてのbicameralism問題。","反自由主義言説の長期的語彙として重要。","批判した主体・文脈は別途確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0120","Ferdinand VIIは1814年5月にCortesを解散した","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;ferdinand-vii","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","復位したFerdinand VIIは1812年憲法を受け入れず、1814年5月にCortesを解散した。","復位したFerdinand VIIは1812年憲法を受け入れず、1814年5月にCortesを解散した。","Source note: 復位後の絶対主義回帰に関する叙述。 Japanese note: Cádiz constitutionalismの挫折点として重要。","Cautions: 具体的な解散措置・関連法令は別資料で確認する。 Verification needed: yes","代表制実験の中断として描ける。","Ferdinand VII","Dissolution of Cortes 1814;Constitution of Cadiz 1812","Spain","Bourbon monarchy;Spanish Cortes","Cadiz Constitutionalism;Absolutism;Representative Government","","","Juárez","Brian R. Hamnett","復位後の絶対主義回帰に関する叙述。","Cádiz constitutionalismの挫折点として重要。","具体的な解散措置・関連法令は別資料で確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0121","1812 ConstitutionはSpanish Americaに代表政府経験を与えた","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;representative-government","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","1812 Constitutionは、Spanish Americaの多くの地域に初めてrepresentative governmentの経験を与えた。","1812 Constitutionは、Spanish Americaの多くの地域に初めてrepresentative governmentの経験を与えた。","Source note: Spanish Americaでの代表政府経験に関する評価。 Japanese note: 1812年憲法を制度経験として扱う材料。","Cautions: 地域ごとの経験差を確認する。 Verification needed: yes","Spanish Americaの政治参加経験の始まりとして使える。","","Constitution of Cadiz 1812","Spanish America","Spanish Cortes","Representative Government;Cadiz Constitutionalism;Spanish American Political Tradition","","","Juárez","Brian R. Hamnett","Spanish Americaでの代表政府経験に関する評価。","1812年憲法を制度経験として扱う材料。","地域ごとの経験差を確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0122","1812 Constitutionは抽象原理に基づく政治制度構想だった","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;abstract-principles","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Hamnettは、1812 Constitutionの多くの規定がinherited practiceではなくabstract principlesに基づく新政治構造を構想したため、論争的だったとする。","Hamnettは、1812 Constitutionの多くの規定がinherited practiceではなくabstract principlesに基づく新政治構造を構想したため、論争的だったとする。","Source note: 1812年憲法の論争性に関する著者整理。 Japanese note: 制度移植・抽象原理・経験不足の緊張を示す。","Cautions: 政治参加の不在を完全な不在として読まない。 Verification needed: no","抽象理念と地域慣行の衝突を描ける。","","Constitution of Cadiz 1812","Spanish America","Spanish Cortes","Abstract Principles;Representative Government;Cadiz Constitutionalism;Political Participation","","","Juárez","Brian R. Hamnett","1812年憲法の論争性に関する著者整理。","制度移植・抽象原理・経験不足の緊張を示す。","政治参加の不在を完全な不在として読まない。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0123","Spanish LiberalsとAmerican alliesは1808年のBourbon王権危機を制度再編の機会とした","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;bourbon-crisis","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Spanish LiberalsとAmerican alliesは、1808年のBourbon王権危機を利用し、政治制度再編を進めようとした。","Spanish LiberalsとAmerican alliesは、1808年のBourbon王権危機を利用し、政治制度再編を進めようとした。","Source note: 1808年危機を制度再編の機会としたという叙述。 Japanese note: 危機がconstitutional restructuringの入口になった。","Cautions: departure of the BourbonsとBayonne abdications等の対応確認が必要。 Verification needed: yes","王権危機から制度再編へ向かう政治的機会として使える。","","Bourbon Crisis 1808;Spanish Cortes 1810 1814","Spain;Spanish America","Bourbon monarchy;Spanish Cortes","Constitutional Restructuring;Spanish American Liberalism;Bourbon Crisis","","","Juárez","Brian R. Hamnett","1808年危機を制度再編の機会としたという叙述。","危機がconstitutional restructuringの入口になった。","departure of the BourbonsとBayonne abdications等の対応確認が必要。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0124","1810年9月のsovereignty of the nation採用がCortesの制度再編正統性の根拠となった","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;sovereignty-of-the-nation","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Cortesは1810年9月にsovereignty of the nationの教義を採用し、政治制度再編の正統性を主張した。","Cortesは1810年9月にsovereignty of the nationの教義を採用し、政治制度再編の正統性を主張した。","Source note: national sovereignty採用の時点と機能。 Japanese note: 王権に代わる正統性根拠として重要。","Cautions: Cortes内での採用形式・文言を別途確認する。 Verification needed: yes","共和国側の合法性語彙の前史に使える。","","Spanish Cortes 1810 1814","Spain;Spanish America","Spanish Cortes","Sovereignty of the Nation;Cadiz Constitutionalism;Legitimacy;Constitutional Restructuring","","","Juárez","Brian R. Hamnett","national sovereignty採用の時点と機能。","王権に代わる正統性根拠として重要。","Cortes内での採用形式・文言を別途確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0125","Cortesはnationを両半球のHispanic dominions全体として定義した","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;nation-definition","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","historical_fact","probable","Cortesはnationを、Spain本土だけでなく両半球にまたがるHispanic dominions全体として定義した。","Cortesはnationを、Spain本土だけでなく両半球にまたがるHispanic dominions全体として定義した。","Source note: Cortes側のnation定義。 Japanese note: American separatistsとのnation概念の差を示す。","Cautions: nationの定義は政治的立場によって異なる。 Verification needed: yes","誰がnationなのかをめぐる争いの前史として使える。","","Spanish Cortes 1810 1814","Spain;Spanish America;Hispanic dominions","Spanish Cortes","Sovereignty of the Nation;Constitutional Monarchy;Unitary State;Cadiz Constitutionalism","","","Juárez","Brian R. Hamnett","Cortes側のnation定義。","American separatistsとのnation概念の差を示す。","nationの定義は政治的立場によって異なる。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0126","新たに独立したAmerican territoriesはCádiz的constitutionalismを一部継承した","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;cadiz-legacy","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Newly independent American territoriesはCortesのimperial nation定義を捨てたが、Cádizから継承したconstitutionalismの多くを保持した。","Newly independent American territoriesはCortesのimperial nation定義を捨てたが、Cádizから継承したconstitutionalismの多くを保持した。","Source note: 独立後American territoriesによるCádiz遺産の継承。 Japanese note: 拒絶と継承が同時に起きた点が重要。","Cautions: どの要素が保持されたかは地域別に確認する。 Verification needed: no","Mexicoの制度語彙が完全な外来ではないことを示せる。","","Spanish American independence movements","Spanish America;American territories","Newly independent American territories","Cadiz Constitutionalism;Sovereignty of the Nation;Spanish American Liberalism;Constitutional Government","","","Juárez","Brian R. Hamnett","独立後American territoriesによるCádiz遺産の継承。","拒絶と継承が同時に起きた点が重要。","どの要素が保持されたかは地域別に確認する。","no","CAP_HAMNETT_JUAREZ_0008"
"FACT_HAMNETT_JUAREZ_0127","national sovereigntyの教義はSpanish Americaでarmed insurrectionの正当化にも用いられた","draft","2026-06-20","2026-06-20","fact-card;hamnett;juarez;chapter1;insurrection-legitimacy","SRC_HAMNETT_1994_JUAREZ","Chapter 1","Mexican Constitutionalism","printed page 10-11","10-11","/page/10/mode/2up; Page 10 (25/323)","","スクリーンショット 2026-06-13 17.22.53.jpeg","author_interpretation","probable","Spanish Americaでは、sovereignty of the nationの教義が、かつて服従義務を負うとされた君主制に対するarmed insurrectionを正当化する手段として用いられた。","Spanish Americaでは、sovereignty of the nationの教義が、かつて服従義務を負うとされた君主制に対するarmed insurrectionを正当化する手段として用いられた。","Source note: national sovereigntyの反乱正当化機能。 Japanese note: 正統性概念が軍事行動を正当化する。","Cautions: 実際の各地域の論理は別途照合する。 Verification needed: no","Juárez側の抵抗を法理と言葉の問題として描ける。","","Spanish American independence movements","Spanish America","American separatists","Sovereignty of the Nation;Armed Insurrection;Legitimacy;Spanish American Liberalism","","","Juárez","Brian R. Hamnett","national sovereigntyの反乱正当化機能。","正統性概念が軍事行動を正当化する。","実際の各地域の論理は別途照合する。","no","CAP_HAMNETT_JUAREZ_0008"
